Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Sunrise_DateTime,Sunset_DateTime,Tavg_float,Tavg_int,Normal_Temp,Depart_calc,RA,BR,TS,HZ,SN,FG,FG+,FU,DZ,VC,MI,BC,YMD
2,2010-06-25 00:00:00,84,66,75,,61,66.0,-10.0,-10.0,0417,1931, ,M,M,0.0,0.0,29.34,29.99,6.5,20,7.7,2010-06-25 04:17:00,2010-06-25 19:31:00,75.0,75,71.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-06-25 00:00:00
1,2010-06-26 00:00:00,87,69,78,7.0,66,70.0,-13.0,-13.0,0418,1931,TS TSRA,0,M,0.0,0.85,29.1,29.83,1.0,11,6.7,2010-06-26 04:18:00,2010-06-26 19:31:00,78.0,78,71.0,7.0,1,0,1,0,0,0,0,0,0,0,0,0,2010-06-26 00:00:00
2,2010-06-26 00:00:00,88,68,78,,65,69.0,-13.0,-13.0,0418,1931,TSRA RA BR,M,M,0.0,0.7,29.16,29.81,2.3,16,7.0,2010-06-26 04:18:00,2010-06-26 19:31:00,78.0,78,71.0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,2010-06-26 00:00:00
1,2010-06-27 00:00:00,85,72,79,8.0,70,73.0,-13.5,-13.5,0418,1931, ,0,M,0.0,0.54,28.9,29.62,7.4,24,9.1,2010-06-27 04:18:00,2010-06-27 19:31:00,78.5,79,71.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-06-27 00:00:00
2,2010-06-27 00:00:00,87,72,80,,69,72.0,-14.5,-14.5,0418,1931,BR,M,M,0.0,0.88,28.95,29.6,8.5,24,10.0,2010-06-27 04:18:00,2010-06-27 19:31:00,79.5,80,71.0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,2010-06-27 00:00:00
1,2010-06-28 00:00:00,82,63,73,2.0,59,65.0,-7.5,-7.5,0419,1931, ,0,M,0.0,0.0,29.08,29.76,9.4,31,11.3,2010-06-28 04:19:00,2010-06-28 19:31:00,72.5,73,71.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-06-28 00:00:00
2,2010-06-28 00:00:00,82,65,74,,59,65.0,-8.5,-8.5,0419,1931, ,M,M,0.0,0.0,29.13,29.74,9.1,31,11.7,2010-06-28 04:19:00,2010-06-28 19:31:00,73.5,74,71.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-06-28 00:00:00
1,2010-06-29 00:00:00,75,59,67,-4.0,53,59.0,-2.0,-2.0,0419,1931, ,0,M,0.0,0.0,29.41,30.09,6.2,4,7.5,2010-06-29 04:19:00,2010-06-29 19:31:00,67.0,67,71.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-06-29 00:00:00
2,2010-06-29 00:00:00,73,62,68,,52,59.0,-2.5,-2.5,0419,1931, ,M,M,0.0,0.0,29.46,30.07,6.7,6,8.6,2010-06-29 04:19:00,2010-06-29 19:31:00,67.5,68,71.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-06-29 00:00:00
1,2010-06-30 00:00:00,75,56,66,-6.0,50,57.0,-0.5,-0.5,0419,1931, ,0,M,0.0,0.0,29.54,30.25,3.7,4,6.0,2010-06-30 04:19:00,2010-06-30 19:31:00,65.5,66,72.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-06-30 00:00:00
2,2010-06-30 00:00:00,76,57,67,,50,57.0,-1.5,-1.5,0419,1931, ,M,M,0.0,0.0,29.6,30.23,3.9,5,6.6,2010-06-30 04:19:00,2010-06-30 19:31:00,66.5,67,72.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-06-30 00:00:00
1,2010-07-01 00:00:00,77,55,66,-6.0,48,57.0,-1.0,-1.0,0420,1931, ,0,M,0.0,0.0,29.59,30.33,5.0,9,5.5,2010-07-01 04:20:00,2010-07-01 19:31:00,66.0,66,72.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-01 00:00:00
2,2010-07-01 00:00:00,77,58,68,,47,57.0,-2.5,-2.5,0420,1931, ,M,M,0.0,0.0,29.65,30.31,6.2,10,6.0,2010-07-01 04:20:00,2010-07-01 19:31:00,67.5,68,72.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-01 00:00:00
1,2010-07-02 00:00:00,83,59,71,-1.0,53,61.0,-6.0,-6.0,0420,1931, ,0,M,0.0,0.0,29.47,30.2,7.9,19,8.1,2010-07-02 04:20:00,2010-07-02 19:31:00,71.0,71,72.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-02 00:00:00
2,2010-07-02 00:00:00,83,62,73,,50,60.0,-7.5,-7.5,0420,1931, ,M,M,0.0,0.0,29.52,30.19,7.5,18,7.9,2010-07-02 04:20:00,2010-07-02 19:31:00,72.5,73,72.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-02 00:00:00
1,2010-07-03 00:00:00,87,60,74,2.0,56,63.0,-8.5,-8.5,0421,1931, ,0,M,0.0,0.0,29.31,30.04,8.5,20,9.0,2010-07-03 04:21:00,2010-07-03 19:31:00,73.5,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-03 00:00:00
2,2010-07-03 00:00:00,87,64,76,,54,63.0,-10.5,-10.5,0421,1931, ,M,M,0.0,0.0,29.36,30.02,8.1,20,8.4,2010-07-03 04:21:00,2010-07-03 19:31:00,75.5,76,72.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-03 00:00:00
1,2010-07-04 00:00:00,91,68,80,8.0,66,71.0,-14.5,-14.5,0422,1930, ,0,M,0.0,0.0,29.2,29.91,10.2,22,10.5,2010-07-04 04:22:00,2010-07-04 19:30:00,79.5,80,72.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-04 00:00:00
2,2010-07-04 00:00:00,92,72,82,,65,71.0,-17.0,-17.0,0422,1930, ,M,M,0.0,0.03,29.26,29.9,10.2,22,10.7,2010-07-04 04:22:00,2010-07-04 19:30:00,82.0,82,72.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-04 00:00:00
1,2010-07-05 00:00:00,91,78,85,13.0,64,71.0,-19.5,-19.5,0422,1930, ,0,M,0.0,0.0,29.2,29.9,15.0,20,15.3,2010-07-05 04:22:00,2010-07-05 19:30:00,84.5,85,72.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-05 00:00:00
2,2010-07-05 00:00:00,90,79,85,,63,70.0,-19.5,-19.5,0422,1930, ,M,M,0.0,0.0,29.26,29.88,13.0,20,13.3,2010-07-05 04:22:00,2010-07-05 19:30:00,84.5,85,72.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-05 00:00:00
1,2010-07-06 00:00:00,90,73,82,10.0,69,73.0,-16.5,-16.5,0423,1930,TSRA RA,0,M,0.0,0.37,29.26,29.96,8.4,22,9.0,2010-07-06 04:23:00,2010-07-06 19:30:00,81.5,82,72.0,10.0,1,0,1,0,0,0,0,0,0,0,0,0,2010-07-06 00:00:00
2,2010-07-06 00:00:00,91,75,83,,68,72.0,-18.0,-18.0,0423,1930,RA,M,M,0.0,0.04,29.33,29.95,9.0,23,10.2,2010-07-06 04:23:00,2010-07-06 19:30:00,83.0,83,72.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,2010-07-06 00:00:00
1,2010-07-07 00:00:00,93,71,82,10.0,70,73.0,-17.0,-17.0,0423,1930,BR,0,M,0.0,0.2,29.34,30.03,3.5,23,6.3,2010-07-07 04:23:00,2010-07-07 19:30:00,82.0,82,72.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,2010-07-07 00:00:00
2,2010-07-07 00:00:00,94,72,83,,69,73.0,-18.0,-18.0,0423,1930, ,M,M,0.0,0.05,29.39,30.01,4.8,24,5.5,2010-07-07 04:23:00,2010-07-07 19:30:00,83.0,83,72.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-07 00:00:00
1,2010-07-08 00:00:00,88,73,81,8.0,70,73.0,-15.5,-15.5,0424,1929,TSRA RA BR,0,M,0.0,0.16,29.27,29.99,2.7,32,5.4,2010-07-08 04:24:00,2010-07-08 19:29:00,80.5,81,73.0,8.0,1,1,1,0,0,0,0,0,0,0,0,0,2010-07-08 00:00:00
2,2010-07-08 00:00:00,87,74,81,,69,72.0,-15.5,-15.5,0424,1929,RA BR,M,M,0.0,0.15,29.33,29.97,0.5,34,4.7,2010-07-08 04:24:00,2010-07-08 19:29:00,80.5,81,73.0,8.0,1,1,0,0,0,0,0,0,0,0,0,0,2010-07-08 00:00:00
1,2010-07-09 00:00:00,88,70,79,6.0,59,67.0,-14.0,-14.0,0425,1929, ,0,M,0.0,1e-06,29.26,29.98,6.3,36,7.5,2010-07-09 04:25:00,2010-07-09 19:29:00,79.0,79,73.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-09 00:00:00
2,2010-07-09 00:00:00,87,72,80,,59,67.0,-14.5,-14.5,0425,1929, ,M,M,0.0,1e-06,29.32,29.96,4.9,2,6.5,2010-07-09 04:25:00,2010-07-09 19:29:00,79.5,80,73.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-09 00:00:00
1,2010-07-10 00:00:00,89,69,79,6.0,61,68.0,-14.0,-14.0,0425,1929, ,0,M,0.0,0.0,29.23,29.95,6.3,28,8.0,2010-07-10 04:25:00,2010-07-10 19:29:00,79.0,79,73.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-10 00:00:00
2,2010-07-10 00:00:00,89,69,79,,59,67.0,-14.0,-14.0,0425,1929, ,M,M,0.0,0.01,29.29,29.93,4.1,27,7.1,2010-07-10 04:25:00,2010-07-10 19:29:00,79.0,79,73.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-10 00:00:00
1,2010-07-11 00:00:00,85,66,76,3.0,63,67.0,-10.5,-10.5,0426,1928,TSRA RA BR,0,M,0.0,0.79,29.08,29.81,5.6,23,7.8,2010-07-11 04:26:00,2010-07-11 19:28:00,75.5,76,73.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,2010-07-11 00:00:00
2,2010-07-11 00:00:00,85,67,76,,62,67.0,-11.0,-11.0,0426,1928,TSRA RA BR,M,M,0.0,0.77,29.13,29.79,6.4,21,6.7,2010-07-11 04:26:00,2010-07-11 19:28:00,76.0,76,73.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,2010-07-11 00:00:00
1,2010-07-12 00:00:00,84,65,75,2.0,65,68.0,-9.5,-9.5,0427,1928,BR,0,M,0.0,1e-06,29.05,29.76,1.7,35,3.9,2010-07-12 04:27:00,2010-07-12 19:28:00,74.5,75,73.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,2010-07-12 00:00:00
2,2010-07-12 00:00:00,84,65,75,,64,68.0,-9.5,-9.5,0427,1928,RA BR HZ,M,M,0.0,0.01,29.11,29.74,1.1,4,4.6,2010-07-12 04:27:00,2010-07-12 19:28:00,74.5,75,73.0,2.0,1,1,0,1,0,0,0,0,0,0,0,0,2010-07-12 00:00:00
1,2010-07-13 00:00:00,84,70,77,4.0,65,69.0,-12.0,-12.0,0428,1927, ,0,M,0.0,0.17,29.18,29.87,5.4,10,6.1,2010-07-13 04:28:00,2010-07-13 19:27:00,77.0,77,73.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-13 00:00:00
2,2010-07-13 00:00:00,84,71,78,,64,68.0,-12.5,-12.5,0428,1927,RA,M,M,0.0,0.02,29.24,29.85,6.2,9,6.9,2010-07-13 04:28:00,2010-07-13 19:27:00,77.5,78,73.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,2010-07-13 00:00:00
1,2010-07-14 00:00:00,90,70,80,7.0,71,74.0,-15.0,-15.0,0428,1927,BR,0,M,0.0,0.0,29.25,29.96,9.2,17,10.1,2010-07-14 04:28:00,2010-07-14 19:27:00,80.0,80,73.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,2010-07-14 00:00:00
2,2010-07-14 00:00:00,91,72,82,,69,73.0,-16.5,-16.5,0428,1927,BR HZ,M,M,0.0,0.0,29.31,29.94,8.6,18,9.2,2010-07-14 04:28:00,2010-07-14 19:27:00,81.5,82,73.0,9.0,0,1,0,1,0,0,0,0,0,0,0,0,2010-07-14 00:00:00
1,2010-07-15 00:00:00,90,71,81,7.0,69,73.0,-15.5,-15.5,0429,1926, ,0,M,0.0,0.01,29.21,29.91,7.0,27,10.1,2010-07-15 04:29:00,2010-07-15 19:26:00,80.5,81,74.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-15 00:00:00
2,2010-07-15 00:00:00,92,73,83,,69,73.0,-17.5,-17.5,0429,1926, ,M,M,0.0,0.0,29.26,29.89,7.9,25,10.3,2010-07-15 04:29:00,2010-07-15 19:26:00,82.5,83,74.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-15 00:00:00
1,2010-07-16 00:00:00,90,67,79,5.0,62,68.0,-13.5,-13.5,0430,1925, ,0,M,0.0,0.0,29.23,29.95,7.4,25,8.1,2010-07-16 04:30:00,2010-07-16 19:25:00,78.5,79,74.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-16 00:00:00
2,2010-07-16 00:00:00,90,68,79,,60,68.0,-14.0,-14.0,0430,1925, ,M,M,0.0,0.0,29.29,29.93,6.6,25,7.9,2010-07-16 04:30:00,2010-07-16 19:25:00,79.0,79,74.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-16 00:00:00
1,2010-07-17 00:00:00,93,71,82,8.0,63,70.0,-17.0,-17.0,0431,1925, ,0,M,0.0,0.0,29.18,29.89,5.6,28,6.9,2010-07-17 04:31:00,2010-07-17 19:25:00,82.0,82,74.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-17 00:00:00
2,2010-07-17 00:00:00,92,71,82,,64,70.0,-16.5,-16.5,0431,1925, ,M,M,0.0,0.0,29.24,29.87,1.4,26,6.4,2010-07-17 04:31:00,2010-07-17 19:25:00,81.5,82,74.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-17 00:00:00
1,2010-07-18 00:00:00,92,72,82,8.0,69,73.0,-17.0,-17.0,0432,1924, ,0,M,0.0,0.01,29.1,29.82,7.0,25,9.7,2010-07-18 04:32:00,2010-07-18 19:24:00,82.0,82,74.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-18 00:00:00
2,2010-07-18 00:00:00,91,74,83,,69,73.0,-17.5,-17.5,0432,1924, ,M,M,0.0,0.29,29.16,29.8,7.1,24,9.2,2010-07-18 04:32:00,2010-07-18 19:24:00,82.5,83,74.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-18 00:00:00
1,2010-07-19 00:00:00,84,69,77,3.0,66,70.0,-11.5,-11.5,0433,1923,RA,0,M,0.0,0.01,29.18,29.89,2.3,24,4.9,2010-07-19 04:33:00,2010-07-19 19:23:00,76.5,77,74.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,2010-07-19 00:00:00
2,2010-07-19 00:00:00,84,72,78,,66,70.0,-13.0,-13.0,0433,1923,RA,M,M,0.0,1e-06,29.23,29.87,3.4,23,4.9,2010-07-19 04:33:00,2010-07-19 19:23:00,78.0,78,74.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,2010-07-19 00:00:00
1,2010-07-20 00:00:00,86,68,77,3.0,68,70.0,-12.0,-12.0,0433,1923, ,0,M,0.0,1e-06,29.21,29.92,5.4,23,7.2,2010-07-20 04:33:00,2010-07-20 19:23:00,77.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-20 00:00:00
2,2010-07-20 00:00:00,85,69,77,,66,70.0,-12.0,-12.0,0433,1923,HZ,M,M,0.0,0.0,29.26,29.9,7.0,23,7.9,2010-07-20 04:33:00,2010-07-20 19:23:00,77.0,77,74.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,2010-07-20 00:00:00
1,2010-07-21 00:00:00,91,72,82,8.0,65,70.0,-16.5,-16.5,0434,1922, ,0,M,0.0,0.0,29.29,30.0,4.7,31,6.8,2010-07-21 04:34:00,2010-07-21 19:22:00,81.5,82,74.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-21 00:00:00
2,2010-07-21 00:00:00,90,73,82,,66,71.0,-16.5,-16.5,0434,1922, ,M,M,0.0,0.0,29.35,29.98,1.8,30,6.3,2010-07-21 04:34:00,2010-07-21 19:22:00,81.5,82,74.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-21 00:00:00
1,2010-07-22 00:00:00,90,69,80,6.0,71,74.0,-14.5,-14.5,0435,1921, ,0,M,0.0,0.01,29.16,29.89,10.8,20,11.9,2010-07-22 04:35:00,2010-07-22 19:21:00,79.5,80,74.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-22 00:00:00
2,2010-07-22 00:00:00,90,72,81,,70,74.0,-16.0,-16.0,0435,1921,RA,M,M,0.0,0.02,29.23,29.88,8.2,20,9.0,2010-07-22 04:35:00,2010-07-22 19:21:00,81.0,81,74.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,2010-07-22 00:00:00
1,2010-07-23 00:00:00,94,70,82,8.0,71,74.0,-17.0,-17.0,0436,1920,TS TSRA RA BR,0,M,0.0,2.79,29.15,29.85,11.2,24,11.8,2010-07-23 04:36:00,2010-07-23 19:20:00,82.0,82,74.0,8.0,1,1,1,0,0,0,0,0,0,0,0,0,2010-07-23 00:00:00
2,2010-07-23 00:00:00,95,71,83,,71,74.0,-18.0,-18.0,0436,1920,TS TSRA RA BR,M,M,0.0,3.15,29.23,29.83,9.6,24,11.0,2010-07-23 04:36:00,2010-07-23 19:20:00,83.0,83,74.0,9.0,1,1,1,0,0,0,0,0,0,0,0,0,2010-07-23 00:00:00
1,2010-07-24 00:00:00,87,69,78,4.0,71,73.0,-13.0,-13.0,0437,1919,TSRA RA BR,0,M,0.0,3.64,29.16,29.86,2.6,28,8.9,2010-07-24 04:37:00,2010-07-24 19:19:00,78.0,78,74.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,2010-07-24 00:00:00
2,2010-07-24 00:00:00,87,69,78,,70,72.0,-13.0,-13.0,0437,1919,TS TSRA RA FG BR,M,M,0.0,4.73,29.21,29.84,2.9,23,10.1,2010-07-24 04:37:00,2010-07-24 19:19:00,78.0,78,74.0,4.0,1,1,1,0,0,1,0,0,0,0,0,0,2010-07-24 00:00:00
1,2010-07-25 00:00:00,81,66,74,0.0,59,65.0,-8.5,-8.5,0438,1918, ,0,M,0.0,0.0,29.36,30.06,8.7,2,9.2,2010-07-25 04:38:00,2010-07-25 19:18:00,73.5,74,74.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-25 00:00:00
2,2010-07-25 00:00:00,81,68,75,,60,66.0,-9.5,-9.5,0438,1918,BR,M,M,0.0,0.52,29.41,30.03,9.2,2,9.6,2010-07-25 04:38:00,2010-07-25 19:18:00,74.5,75,74.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,2010-07-25 00:00:00
1,2010-07-26 00:00:00,84,61,73,-1.0,62,67.0,-7.5,-7.5,0439,1918, ,0,M,0.0,0.0,29.38,30.09,4.5,12,5.2,2010-07-26 04:39:00,2010-07-26 19:18:00,72.5,73,74.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-26 00:00:00
2,2010-07-26 00:00:00,84,64,74,,62,67.0,-9.0,-9.0,0439,1918, ,M,M,0.0,0.0,29.43,30.07,4.8,12,5.4,2010-07-26 04:39:00,2010-07-26 19:18:00,74.0,74,74.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-26 00:00:00
1,2010-07-27 00:00:00,88,68,78,4.0,67,71.0,-13.0,-13.0,0440,1917, ,0,M,0.0,0.0,29.28,30.01,5.6,21,6.4,2010-07-27 04:40:00,2010-07-27 19:17:00,78.0,78,74.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-27 00:00:00
2,2010-07-27 00:00:00,88,71,80,,66,71.0,-14.5,-14.5,0440,1917, ,M,M,0.0,0.0,29.34,29.99,6.0,21,6.7,2010-07-27 04:40:00,2010-07-27 19:17:00,79.5,80,74.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-27 00:00:00
1,2010-07-28 00:00:00,88,73,81,7.0,71,74.0,-15.5,-15.5,0441,1916,BR,0,M,0.0,0.0,29.24,29.94,6.8,28,9.3,2010-07-28 04:41:00,2010-07-28 19:16:00,80.5,81,74.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,2010-07-28 00:00:00
2,2010-07-28 00:00:00,91,77,84,,71,75.0,-19.0,-19.0,0441,1916,HZ,M,M,0.0,0.0,29.3,29.92,5.2,25,8.8,2010-07-28 04:41:00,2010-07-28 19:16:00,84.0,84,74.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,2010-07-28 00:00:00
1,2010-07-29 00:00:00,82,67,75,1.0,58,65.0,-9.5,-9.5,0442,1915, ,0,M,0.0,0.0,29.36,30.07,6.0,5,7.0,2010-07-29 04:42:00,2010-07-29 19:15:00,74.5,75,74.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-29 00:00:00
2,2010-07-29 00:00:00,81,69,75,,59,65.0,-10.0,-10.0,0442,1915, ,M,M,0.0,0.0,29.41,30.05,6.1,6,7.8,2010-07-29 04:42:00,2010-07-29 19:15:00,75.0,75,74.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-29 00:00:00
1,2010-07-30 00:00:00,80,69,75,1.0,60,65.0,-9.5,-9.5,0443,1914,RA,0,M,0.0,1e-06,29.25,29.98,5.5,17,6.1,2010-07-30 04:43:00,2010-07-30 19:14:00,74.5,75,74.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,2010-07-30 00:00:00
2,2010-07-30 00:00:00,79,71,75,,59,65.0,-10.0,-10.0,0443,1914,RA,M,M,0.0,1e-06,29.31,29.97,5.1,16,5.8,2010-07-30 04:43:00,2010-07-30 19:14:00,75.0,75,74.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,2010-07-30 00:00:00
1,2010-07-31 00:00:00,80,65,73,-1.0,64,67.0,-7.5,-7.5,0444,1913,TS TSRA RA BR,0,M,0.0,0.68,29.14,29.86,3.6,13,5.8,2010-07-31 04:44:00,2010-07-31 19:13:00,72.5,73,74.0,-1.0,1,1,1,0,0,0,0,0,0,0,0,0,2010-07-31 00:00:00
2,2010-07-31 00:00:00,78,65,72,,63,66.0,-6.5,-6.5,0444,1913,RA BR HZ,M,M,0.0,0.6,29.21,29.84,3.1,14,4.8,2010-07-31 04:44:00,2010-07-31 19:13:00,71.5,72,74.0,-2.0,1,1,0,1,0,0,0,0,0,0,0,0,2010-07-31 00:00:00
1,2010-08-01 00:00:00,86,65,76,3.0,65,68.0,-10.5,-10.5,0445,1911,BR HZ,0,M,0.0,0.0,29.23,29.94,2.4,13,4.1,2010-08-01 04:45:00,2010-08-01 19:11:00,75.5,76,73.0,3.0,0,1,0,1,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
2,2010-08-01 00:00:00,84,66,75,,64,68.0,-10.0,-10.0,0445,1911,BR HZ,M,M,0.0,0.0,29.29,29.93,2.2,11,3.9,2010-08-01 04:45:00,2010-08-01 19:11:00,75.0,75,73.0,2.0,0,1,0,1,0,0,0,0,0,0,0,0,2010-08-01 00:00:00
1,2010-08-02 00:00:00,84,67,76,3.0,67,70.0,-10.5,-10.5,0446,1910,RA BR,0,M,0.0,1e-06,29.26,29.96,6.3,21,6.8,2010-08-02 04:46:00,2010-08-02 19:10:00,75.5,76,73.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,2010-08-02 00:00:00
2,2010-08-02 00:00:00,84,70,77,,66,70.0,-12.0,-12.0,0446,1910,RA,M,M,0.0,0.08,29.31,29.94,5.4,21,6.2,2010-08-02 04:46:00,2010-08-02 19:10:00,77.0,77,73.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,2010-08-02 00:00:00
1,2010-08-03 00:00:00,86,66,76,3.0,71,73.0,-11.0,-11.0,0447,1909,TSRA RA BR,0,M,0.0,0.28,29.2,29.91,2.6,21,3.3,2010-08-03 04:47:00,2010-08-03 19:09:00,76.0,76,73.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,2010-08-03 00:00:00
2,2010-08-03 00:00:00,87,65,76,,70,73.0,-11.0,-11.0,0447,1909,TSRA RA BR,M,M,0.0,1.6,29.24,29.89,2.3,20,3.6,2010-08-03 04:47:00,2010-08-03 19:09:00,76.0,76,73.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,2010-08-03 00:00:00
1,2010-08-04 00:00:00,83,71,77,4.0,72,73.0,-12.0,-12.0,0448,1908,TSRA RA BR,0,M,0.0,0.48,29.15,29.85,4.1,27,4.9,2010-08-04 04:48:00,2010-08-04 19:08:00,77.0,77,73.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,2010-08-04 00:00:00
2,2010-08-04 00:00:00,81,71,76,,71,73.0,-11.0,-11.0,0448,1908,TSRA RA BR,M,M,0.0,0.57,29.21,29.83,3.6,26,4.2,2010-08-04 04:48:00,2010-08-04 19:08:00,76.0,76,73.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,2010-08-04 00:00:00
1,2010-08-05 00:00:00,83,68,76,3.0,62,67.0,-10.5,-10.5,0449,1907, ,0,M,0.0,0.0,29.13,29.84,10.6,29,10.9,2010-08-05 04:49:00,2010-08-05 19:07:00,75.5,76,73.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-05 00:00:00
2,2010-08-05 00:00:00,84,68,76,,62,67.0,-11.0,-11.0,0449,1907, ,M,M,0.0,0.0,29.19,29.82,9.5,29,9.8,2010-08-05 04:49:00,2010-08-05 19:07:00,76.0,76,73.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-05 00:00:00
1,2010-08-06 00:00:00,82,64,73,0.0,59,64.0,-8.0,-8.0,0450,1906, ,0,M,0.0,0.0,29.22,29.93,6.3,29,6.5,2010-08-06 04:50:00,2010-08-06 19:06:00,73.0,73,73.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-06 00:00:00
2,2010-08-06 00:00:00,82,64,73,,58,64.0,-8.0,-8.0,0450,1906, ,M,M,0.0,0.0,29.28,29.91,5.9,29,6.3,2010-08-06 04:50:00,2010-08-06 19:06:00,73.0,73,73.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-06 00:00:00
1,2010-08-07 00:00:00,83,62,73,0.0,64,68.0,-7.5,-7.5,0451,1904, ,0,M,0.0,0.0,29.2,29.92,7.6,23,8.0,2010-08-07 04:51:00,2010-08-07 19:04:00,72.5,73,73.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-07 00:00:00
2,2010-08-07 00:00:00,84,66,75,,63,67.0,-10.0,-10.0,0451,1904, ,M,M,0.0,0.0,29.26,29.91,7.1,23,7.5,2010-08-07 04:51:00,2010-08-07 19:04:00,75.0,75,73.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-07 00:00:00
1,2010-08-08 00:00:00,87,69,78,5.0,67,70.0,-13.0,-13.0,0452,1903,RA BR,0,M,0.0,0.08,29.13,29.86,9.3,22,9.9,2010-08-08 04:52:00,2010-08-08 19:03:00,78.0,78,73.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,2010-08-08 00:00:00
