Station,Tmax,Tmin,DewPoint,WetBulb,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Tavg_int,Normal_Temp,Depart_calc,RA,BR,TS,HZ,SN,FG,FG+,FU,DZ,VC,MI,BC,YMD
2,76,49,40,51.0,0555,1724,0.0,29.42,30.08,2.9,31,4.5,63,56.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-07
1,79,48,40,52.0,0556,1722,0.0,29.31,30.03,7.0,24,7.3,64,56.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-08
2,79,49,37,51.0,0556,1722,0.0,29.37,30.03,7.0,24,7.1,64,56.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-08
1,86,55,52,59.0,0557,1720,0.0,29.25,29.98,2.5,24,3.6,71,55.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-09
2,87,56,49,59.0,0557,1720,0.0,29.31,29.97,3.9,24,4.2,72,55.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-09
1,84,57,50,59.0,0558,1719,0.0,29.16,29.89,4.0,25,4.1,71,55.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-10
2,84,59,50,59.0,0558,1719,0.0,29.23,29.88,3.7,25,3.9,72,55.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-10
1,82,54,52,58.0,0559,1717,0.0,29.12,29.83,2.2,3,4.0,68,54.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-11
2,81,57,53,59.0,0559,1717,0.0,29.18,29.82,1.5,34,4.3,69,54.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-11
1,76,52,54,58.0,0600,1715,0.0,29.21,29.92,3.3,6,3.9,64,54.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-12
2,76,54,54,59.0,0600,1715,0.0,29.26,29.91,3.1,6,5.0,65,54.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-12
1,66,47,46,52.0,0602,1714,0.1,29.35,30.06,7.2,35,8.6,57,53.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,2010-10-13
2,63,48,48,53.0,0602,1714,0.26,29.4,30.05,7.3,36,8.3,56,53.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,2010-10-13
1,66,43,32,45.0,0603,1712,0.0,29.21,29.96,7.2,27,9.2,55,53.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-14
2,66,43,32,45.0,0603,1712,0.0,29.28,29.96,6.5,27,8.0,55,53.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-14
1,63,44,41,47.0,0604,1711,0.0,29.34,30.06,6.4,1,8.1,54,53.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-15
2,62,47,41,47.0,0604,1711,0.0,29.4,30.05,6.6,36,9.2,55,53.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-15
1,71,40,39,48.0,0605,1709,0.0,29.31,30.04,8.0,23,9.1,56,52.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,2010-10-16
2,71,44,39,48.0,0605,1709,0.0,29.38,30.04,6.4,22,7.1,58,52.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-16
1,65,47,36,46.0,0606,1707,0.0,29.35,30.08,3.7,1,5.4,56,52.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-17
2,64,48,38,47.0,0606,1707,0.0,29.41,30.08,3.6,3,5.3,56,52.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-17
1,61,43,40,47.0,0607,1706,0.0,29.29,30.02,5.0,4,6.2,52,51.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-18
2,60,45,41,47.0,0607,1706,0.0,29.35,30.02,4.1,5,5.6,53,51.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-18
1,60,39,35,43.0,0608,1704,0.0,29.23,29.98,6.1,27,7.2,50,51.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-19
2,61,40,35,44.0,0608,1704,0.0,29.29,29.98,5.3,28,6.4,51,51.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-19
1,70,44,35,46.0,0610,1703,1e-06,29.03,29.76,10.2,26,12.1,57,50.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-20
2,70,46,35,46.0,0610,1703,1e-06,29.09,29.77,9.9,26,12.2,58,50.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-20
1,56,38,30,40.0,0611,1701,0.0,29.25,29.96,9.4,30,10.0,47,50.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-21
2,56,41,29,40.0,0611,1701,0.0,29.31,29.96,8.5,30,8.8,49,50.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-21
1,64,33,31,42.0,0612,1700,0.02,29.34,30.07,5.8,21,6.5,49,50.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-22
2,65,37,29,42.0,0612,1700,0.01,29.41,30.08,4.9,21,5.1,51,50.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-22
1,65,54,47,53.0,0613,1658,0.1,29.2,29.94,10.0,21,11.4,60,49.0,11.0,1,1,0,0,0,0,0,0,0,0,0,0,2010-10-23
2,67,54,43,52.0,0613,1658,0.21,29.26,29.95,9.8,20,10.3,61,49.0,12.0,1,1,1,0,0,0,0,0,0,0,0,0,2010-10-23
1,72,54,53,57.0,0614,1657,0.05,28.98,29.74,8.4,21,9.6,63,49.0,14.0,1,1,0,0,0,0,0,0,0,0,0,0,2010-10-24
2,73,57,51,57.0,0614,1657,1.01,29.05,29.74,7.7,20,8.5,65,49.0,16.0,1,0,1,0,0,0,0,0,0,0,0,0,2010-10-24
1,72,56,56,60.0,0616,1656,0.0,28.74,29.5,11.6,19,12.4,64,48.0,16.0,0,1,0,0,0,0,0,0,0,0,0,0,2010-10-25
2,72,57,56,60.0,0616,1656,0.01,28.8,29.5,10.1,19,10.7,65,48.0,17.0,0,1,0,0,0,0,0,0,0,0,0,0,2010-10-25
1,70,54,47,53.0,0617,1654,0.24,28.55,29.25,24.1,21,26.3,62,48.0,14.0,1,1,0,0,0,0,0,0,0,0,0,0,2010-10-26
2,71,54,47,54.0,0617,1654,0.4,28.63,29.23,19.2,21,21.4,63,48.0,15.0,1,1,0,0,0,0,0,0,0,0,0,0,2010-10-26
1,65,43,32,44.0,0618,1653,0.0,28.92,29.59,21.8,24,23.2,54,48.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-27
2,65,43,31,45.0,0618,1653,0.0,29.0,29.6,20.8,25,22.1,54,48.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-27
1,46,39,31,38.0,0619,1651,1e-06,29.43,30.1,13.7,28,14.1,43,47.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-28
2,46,39,30,38.0,0619,1651,0.0,29.49,30.12,14.9,28,15.2,43,47.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-28
1,50,31,27,36.0,0620,1650,0.0,29.48,30.24,6.2,24,8.9,41,47.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-29
2,50,33,26,36.0,0620,1650,0.0,29.55,30.25,5.3,24,7.0,42,47.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-29
1,63,42,32,42.0,0622,1649,0.0,29.14,29.88,6.5,25,13.3,53,46.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-30
2,63,41,32,42.0,0622,1649,0.0,29.21,29.9,6.1,24,13.3,52,46.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-30
1,52,36,30,38.0,0623,1647,0.0,29.49,30.2,5.8,1,6.9,44,46.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-31
2,52,39,31,40.0,0623,1647,0.0,29.55,30.2,9.0,3,9.9,46,46.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-31
1,63,47,37,47.0,0448,1849,0.0,29.26,29.95,11.4,26,11.9,55,53.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-01
2,64,52,37,48.0,0448,1849,0.0,29.32,29.94,11.2,26,11.6,58,53.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-01
1,59,42,31,42.0,0447,1850,0.0,29.46,30.17,5.3,36,9.9,51,54.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-02
2,60,43,31,42.0,0447,1850,0.0,29.52,30.16,4.6,36,9.9,52,54.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-02
1,50,37,31,38.0,0446,1851,1e-06,29.5,30.23,6.7,3,7.6,44,54.0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,2011-05-03
2,51,38,30,38.0,0446,1851,1e-06,29.56,30.23,8.2,2,8.7,45,54.0,-9.0,0,0,0,0,0,0,0,0,1,0,0,0,2011-05-03
1,59,37,29,40.0,0444,1852,0.0,29.63,30.37,4.6,3,7.6,48,54.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-04
2,57,37,29,40.0,0444,1852,0.0,29.7,30.37,4.9,3,7.3,47,54.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-04
1,63,35,40,46.0,0443,1853,0.06,29.33,30.12,10.9,20,11.5,49,55.0,-6.0,1,1,0,0,0,0,0,0,0,0,0,0,2011-05-05
2,62,41,39,46.0,0443,1853,0.1,29.4,30.13,10.4,19,10.9,52,55.0,-3.0,1,0,0,0,0,0,0,0,0,0,0,0,2011-05-05
1,68,44,39,48.0,0442,1855,1e-06,29.11,29.87,6.8,28,7.8,56,55.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,2011-05-06
2,69,45,39,49.0,0442,1855,0.0,29.18,29.87,7.9,27,9.3,57,55.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,2011-05-06
1,60,43,44,48.0,0441,1856,1e-06,29.13,29.85,5.1,5,6.9,52,55.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-07
2,60,46,46,50.0,0441,1856,1e-06,29.18,29.84,5.3,5,7.9,53,55.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-07
1,68,39,43,49.0,0439,1857,0.0,29.27,29.98,6.6,6,7.2,54,56.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-08
2,68,44,44,50.0,0439,1857,0.0,29.33,29.97,6.9,6,7.8,56,56.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-08
1,73,47,45,53.0,0438,1858,1e-06,29.15,29.89,14.3,11,14.7,60,56.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,2011-05-09
2,74,51,46,55.0,0438,1858,1e-06,29.21,29.89,15.3,12,15.6,63,56.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-09
1,90,62,61,66.0,0437,1859,0.0,29.0,29.72,6.2,14,8.6,76,56.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-10
2,91,64,60,66.0,0437,1859,0.0,29.06,29.71,7.3,17,8.6,78,56.0,22.0,0,0,0,1,0,0,0,0,0,0,0,0,2011-05-10
1,87,63,66,68.0,0436,1900,0.13,29.1,29.8,3.5,14,6.6,75,57.0,18.0,1,1,1,1,0,0,0,0,0,0,0,0,2011-05-11
2,88,67,65,69.0,0436,1900,0.28,29.16,29.78,4.4,14,6.4,78,57.0,21.0,0,1,0,1,0,0,0,0,0,0,0,0,2011-05-11
1,86,58,63,66.0,0435,1901,0.29,29.08,29.79,5.6,19,8.1,72,57.0,15.0,1,1,1,0,0,0,0,0,0,0,0,0,2011-05-12
2,87,63,61,66.0,0435,1901,0.02,29.13,29.78,4.3,19,7.4,75,57.0,18.0,0,1,1,1,0,0,0,0,0,0,0,0,2011-05-12
1,77,47,54,56.0,0434,1902,0.02,29.0,29.73,10.1,3,11.0,62,58.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,2011-05-13
2,77,47,54,57.0,0434,1902,0.01,29.07,29.71,10.5,1,11.5,62,58.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-13
1,53,45,47,48.0,0433,1903,0.31,29.01,29.73,16.7,2,16.9,49,58.0,-9.0,1,1,0,0,0,0,0,0,0,0,0,0,2011-05-14
2,51,46,46,47.0,0433,1903,0.43,29.05,29.72,17.0,1,17.2,49,58.0,-9.0,1,1,0,0,0,0,0,0,1,0,0,0,2011-05-14
1,46,41,36,41.0,0432,1904,0.31,29.15,29.86,21.4,2,21.4,44,58.0,-14.0,1,1,0,0,0,0,0,0,0,0,0,0,2011-05-15
2,48,42,38,42.0,0432,1904,0.37,29.19,29.84,18.8,1,18.9,45,58.0,-13.0,1,1,0,0,0,0,0,0,0,0,0,0,2011-05-15
1,52,37,30,40.0,0431,1905,0.0,29.28,30.01,13.5,2,13.9,45,59.0,-14.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-16
2,53,40,31,40.0,0431,1905,0.0,29.34,30.01,13.9,1,14.1,47,59.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-16
1,60,40,33,43.0,0430,1906,0.0,29.21,29.96,12.2,3,12.7,50,59.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-17
2,60,40,35,44.0,0430,1906,0.0,29.27,29.95,13.1,2,13.6,50,59.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-17
1,57,49,48,49.0,0429,1907,0.07,29.16,29.89,6.2,2,7.1,53,60.0,-7.0,1,1,0,0,0,0,0,0,1,0,0,0,2011-05-18
2,61,50,49,51.0,0429,1907,0.03,29.21,29.88,6.6,1,7.0,56,60.0,-4.0,1,1,0,1,0,0,0,0,0,0,0,0,2011-05-18
1,72,49,53,56.0,0428,1908,0.0,29.29,30.0,3.6,2,5.8,61,60.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,2011-05-19
2,73,50,53,55.0,0428,1908,0.0,29.36,30.0,3.0,2,5.0,62,60.0,2.0,0,1,0,1,0,1,0,0,0,1,0,0,2011-05-19
1,73,50,54,57.0,0427,1909,0.0,29.3,30.03,5.5,6,6.0,62,61.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,2011-05-20
2,72,50,53,56.0,0427,1909,0.0,29.36,30.03,5.4,7,6.2,61,61.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,2011-05-20
1,75,50,59,62.0,0426,1910,0.01,29.13,29.87,7.0,15,8.1,63,61.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,2011-05-21
2,76,51,59,62.0,0426,1910,1e-06,29.2,29.87,8.1,15,9.0,64,61.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,2011-05-21
1,87,61,60,64.0,0425,1911,0.58,28.95,29.7,10.3,19,11.4,74,61.0,13.0,1,1,1,0,0,0,0,0,0,0,0,0,2011-05-22
2,88,65,59,65.0,0425,1911,0.12,29.02,29.69,11.2,18,11.6,77,61.0,16.0,1,0,1,0,0,0,0,0,0,0,0,0,2011-05-22
1,79,60,59,64.0,0425,1912,1e-06,28.92,29.62,10.0,25,11.3,70,61.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-23
2,80,65,59,64.0,0425,1912,1e-06,28.98,29.61,11.3,24,12.5,73,61.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-23
1,66,47,47,51.0,0424,1913,0.11,29.15,29.86,12.0,4,12.4,57,62.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-24
2,69,48,47,53.0,0424,1913,0.01,29.21,29.84,11.1,3,11.5,59,62.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-24
1,67,47,52,53.0,0423,1914,2.24,28.92,29.67,10.7,3,11.7,57,62.0,-5.0,1,1,1,0,0,0,0,0,0,0,0,0,2011-05-25
2,75,49,53,55.0,0423,1914,1.9,28.97,29.65,7.8,3,10.1,62,62.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,2011-05-25
1,49,43,40,43.0,0422,1915,1.06,29.15,29.84,17.7,2,17.8,46,62.0,-16.0,1,1,0,0,0,0,0,0,0,0,0,0,2011-05-26
2,50,43,40,43.0,0422,1915,0.61,29.19,29.83,18.8,1,18.9,47,62.0,-15.0,1,1,0,0,0,0,0,0,0,0,0,0,2011-05-26
1,58,40,41,46.0,0422,1916,1e-06,29.21,29.93,7.3,5,8.7,49,62.0,-13.0,1,0,0,0,0,0,0,0,0,0,0,0,2011-05-27
2,58,42,41,46.0,0422,1916,0.01,29.27,29.94,6.6,4,8.0,50,62.0,-12.0,1,0,0,0,0,0,0,0,0,0,0,0,2011-05-27
1,62,51,55,55.0,0421,1916,0.12,29.1,29.83,6.0,18,6.7,57,63.0,-6.0,1,1,0,0,0,0,0,0,0,0,0,0,2011-05-28
2,64,52,55,57.0,0421,1916,0.23,29.16,29.83,4.4,18,5.8,58,63.0,-5.0,1,1,1,1,0,0,0,0,1,0,0,0,2011-05-28
1,70,52,59,60.0,0421,1917,1.88,29.16,29.86,3.6,11,5.7,61,64.0,-3.0,1,1,1,0,0,1,1,0,0,0,0,0,2011-05-29
2,72,57,60,61.0,0421,1917,0.92,29.23,29.86,3.6,11,6.6,65,64.0,1.0,1,1,1,0,0,1,1,0,0,0,0,0,2011-05-29
1,88,56,65,69.0,0420,1918,0.0,29.26,29.97,12.4,20,12.8,72,64.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-30
2,90,65,65,70.0,0420,1918,0.0,29.33,29.96,11.2,19,11.6,78,64.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-30
1,85,69,64,68.0,0420,1919,0.08,29.34,30.04,12.4,22,13.2,77,64.0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,2011-05-31
2,88,69,65,70.0,0420,1919,1e-06,29.41,30.02,12.4,22,13.2,79,64.0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,2011-05-31
1,81,59,49,59.0,0419,1920,0.0,29.44,30.17,10.7,27,10.5,70,64.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-01
2,82,63,49,59.0,0419,1920,0.0,29.51,30.15,11.5,26,11.5,73,64.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-01
1,69,56,44,53.0,0419,1920,0.02,29.45,30.19,9.0,6,9.4,63,64.0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,2011-06-02
2,69,57,45,53.0,0419,1920,1e-06,29.51,30.18,8.9,6,9.6,63,64.0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,2011-06-02
1,87,55,62,67.0,0418,1921,0.01,29.31,30.04,10.8,17,11.5,71,64.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-03
2,88,57,61,67.0,0418,1921,0.18,29.37,30.03,10.0,16,10.6,73,64.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,2011-06-03
1,92,64,64,68.0,0418,1922,0.18,29.31,30.02,1.4,26,8.5,78,64.0,14.0,1,0,1,0,0,0,0,0,0,0,0,0,2011-06-04
2,91,67,64,69.0,0418,1922,0.5,29.38,30.0,3.0,26,8.1,79,64.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-04
1,85,60,55,62.0,0417,1923,1e-06,29.36,30.08,3.1,7,5.4,73,65.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-05
2,84,63,55,62.0,0417,1923,0.01,29.41,30.06,2.7,8,5.0,74,65.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-05
1,93,60,64,69.0,0417,1923,0.0,29.15,29.89,8.5,20,9.7,77,66.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-06
2,94,62,63,69.0,0417,1923,0.0,29.22,29.88,7.8,20,8.6,78,66.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-06
1,96,75,65,72.0,0417,1924,0.0,29.11,29.82,10.3,23,10.6,86,66.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-07
2,96,77,64,72.0,0417,1924,0.0,29.18,29.8,9.7,23,10.1,87,66.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-07
1,95,66,64,71.0,0417,1925,0.17,29.13,29.81,11.6,24,13.4,81,66.0,15.0,1,0,1,0,0,0,0,0,0,0,0,0,2011-06-08
2,96,67,63,71.0,0417,1925,0.69,29.2,29.8,9.3,23,12.1,82,66.0,16.0,1,1,1,0,0,0,0,0,0,0,0,0,2011-06-08
1,69,50,52,55.0,0416,1925,0.93,29.28,30.0,8.0,4,12.5,60,66.0,-6.0,1,1,1,0,0,0,0,0,0,0,0,0,2011-06-09
2,69,52,54,56.0,0416,1925,2.17,29.34,29.98,7.0,4,12.0,61,66.0,-5.0,1,1,1,0,0,0,0,0,0,0,0,0,2011-06-09
1,69,51,56,57.0,0416,1926,0.52,29.21,29.94,6.4,3,8.0,60,67.0,-7.0,1,1,0,1,0,0,0,0,0,0,0,0,2011-06-10
2,71,51,56,58.0,0416,1926,0.44,29.26,29.92,6.1,1,7.5,61,67.0,-6.0,1,1,1,1,0,0,0,0,0,0,0,0,2011-06-10
1,62,52,54,55.0,0416,1926,0.03,29.24,29.95,4.7,5,5.7,57,67.0,-10.0,1,1,0,0,0,1,1,0,1,0,0,0,2011-06-11
2,65,53,54,56.0,0416,1926,0.1,29.29,29.94,5.4,2,5.8,59,67.0,-8.0,1,1,1,0,0,0,0,0,1,0,0,0,2011-06-11
1,64,50,45,52.0,0416,1927,0.0,29.38,30.1,8.3,3,8.9,57,68.0,-11.0,0,1,0,0,0,0,0,0,0,0,0,0,2011-06-12
2,64,51,45,52.0,0416,1927,0.0,29.44,30.09,9.4,2,9.9,58,68.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-12
1,72,54,43,53.0,0416,1927,0.0,29.39,30.11,7.5,6,7.8,63,68.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-13
2,71,56,43,53.0,0416,1927,0.0,29.44,30.11,8.0,6,8.7,64,68.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-13
1,77,53,49,56.0,0416,1928,0.0,29.25,30.01,7.8,9,8.6,65,68.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-14
2,77,58,49,57.0,0416,1928,0.0,29.31,30.0,7.8,9,8.3,68,68.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-14
1,71,57,59,61.0,0416,1928,0.8,29.0,29.73,9.2,15,11.2,64,68.0,-4.0,1,1,1,0,0,0,0,0,0,0,0,0,2011-06-15
2,72,57,59,62.0,0416,1928,0.84,29.07,29.73,8.4,16,11.2,65,68.0,-3.0,1,1,1,0,0,0,0,0,0,0,0,0,2011-06-15
1,81,61,59,63.0,0416,1929,0.04,29.05,29.76,5.5,29,7.5,71,69.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,2011-06-16
2,81,62,59,63.0,0416,1929,0.03,29.12,29.75,6.6,26,9.1,72,69.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,2011-06-16
1,82,60,60,64.0,0416,1929,0.0,29.13,29.83,5.8,6,6.6,71,69.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-17
2,82,64,60,65.0,0416,1929,0.0,29.18,29.81,5.3,7,6.2,73,69.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-17
1,84,61,62,65.0,0416,1929,0.0,29.1,29.82,4.6,6,6.4,73,70.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-18
2,83,63,62,66.0,0416,1929,0.0,29.16,29.8,4.5,8,6.4,73,70.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-18
1,81,63,65,68.0,0416,1930,0.0,29.03,29.75,4.1,11,5.2,72,70.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-19
2,83,65,65,69.0,0416,1930,0.0,29.08,29.73,3.7,14,4.9,74,70.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,2011-06-19
1,79,65,67,69.0,0416,1930,0.18,29.01,29.72,6.2,16,8.1,72,70.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,2011-06-20
2,80,69,67,69.0,0416,1930,1.23,29.07,29.7,8.0,16,9.5,75,70.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,2011-06-20
1,89,66,70,72.0,0416,1930,0.45,28.92,29.64,11.5,18,12.1,78,70.0,8.0,1,1,0,0,0,0,0,0,0,0,0,0,2011-06-21
2,89,69,70,73.0,0416,1930,0.08,28.98,29.63,11.0,18,11.8,79,70.0,9.0,1,1,1,0,0,0,0,0,0,0,0,0,2011-06-21
1,73,64,63,65.0,0417,1931,0.02,28.89,29.59,12.6,21,13.4,69,70.0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,2011-06-22
2,75,66,62,65.0,0417,1931,0.02,28.95,29.59,12.9,21,13.4,71,70.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-22
1,71,62,59,62.0,0417,1931,0.01,28.9,29.6,11.4,26,12.7,67,70.0,-3.0,1,1,0,0,0,0,0,0,0,0,0,0,2011-06-23
2,72,63,60,63.0,0417,1931,0.05,28.96,29.6,12.6,26,13.5,68,70.0,-2.0,1,1,0,0,0,0,0,0,0,0,0,0,2011-06-23
1,68,60,56,59.0,0417,1931,0.0,29.08,29.76,9.4,29,9.6,64,71.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-24
2,68,60,55,59.0,0417,1931,0.0,29.13,29.76,8.5,29,8.7,64,71.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-24
1,79,58,53,60.0,0417,1931,0.0,29.21,29.92,2.5,10,4.6,69,71.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-25
2,78,61,52,60.0,0417,1931,1e-06,29.28,29.91,3.9,9,5.8,70,71.0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,2011-06-25
1,81,57,53,60.0,0418,1931,0.0,29.23,29.94,5.8,9,6.9,69,71.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-26
2,80,64,53,61.0,0418,1931,0.0,29.28,29.93,6.5,9,7.0,72,71.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-26
1,81,65,63,67.0,0418,1931,0.03,29.08,29.8,6.9,21,10.8,73,71.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,2011-06-27
2,80,67,64,67.0,0418,1931,0.14,29.15,29.79,6.4,21,9.2,74,71.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,2011-06-27
1,81,63,54,61.0,0419,1931,0.0,29.28,29.98,9.1,30,9.6,72,71.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-28
2,81,65,53,61.0,0419,1931,0.0,29.34,29.97,7.2,30,8.6,73,71.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-28
1,81,59,56,62.0,0419,1931,0.0,29.35,30.06,3.7,8,5.4,70,71.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-29
2,80,63,55,62.0,0419,1931,0.0,29.41,30.04,3.9,8,5.9,72,71.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-29
1,88,60,62,67.0,0419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-30
