Species,Block,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,YMD,PIPIENS,RESTUANS,SALINARIUS,TERRITANS,Station,Tmax,Tmin,DewPoint,WetBulb,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Tavg_int,Normal_Temp,Depart_calc,RA,BR,TS,HZ,SN,FG,FG+,FU,DZ,VC,MI,BC,Days_Since_Spray,Dist_to_Closest_Spray,Week,DaylightMinutes
CULEX PIPIENS/RESTUANS,91,T009,41.992478,-87.862995,8,7,0,2009-09-14 00:00:00,1,1,0,0,1,84,58,55,61.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.34,30.07,0.1,33,2.1,71,64.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS/RESTUANS,10,T900,41.974689,-87.890615,9,20,0,2009-09-14 00:00:00,1,1,0,0,1,84,58,55,61.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.34,30.07,0.1,33,2.1,71,64.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS/RESTUANS,10,T900,41.974689,-87.890615,9,2,0,2009-09-14 00:00:00,1,1,0,0,1,84,58,55,61.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.34,30.07,0.1,33,2.1,71,64.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS/RESTUANS,10,T900,41.974689,-87.890615,9,18,0,2009-09-14 00:00:00,1,1,0,0,1,84,58,55,61.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.34,30.07,0.1,33,2.1,71,64.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS/RESTUANS,10,T900,41.974689,-87.890615,9,1,0,2009-09-14 00:00:00,1,1,0,0,1,84,58,55,61.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.34,30.07,0.1,33,2.1,71,64.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS/RESTUANS,10,T900,41.974689,-87.890615,9,3,0,2009-09-14 00:00:00,1,1,0,0,1,84,58,55,61.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.34,30.07,0.1,33,2.1,71,64.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX RESTUANS,10,T900,41.974689,-87.890615,9,1,0,2009-09-14 00:00:00,0,1,0,0,1,84,58,55,61.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.34,30.07,0.1,33,2.1,71,64.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX RESTUANS,10,T900,41.974689,-87.890615,9,10,0,2009-09-14 00:00:00,0,1,0,0,1,84,58,55,61.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.34,30.07,0.1,33,2.1,71,64.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS,10,T900,41.974689,-87.890615,9,5,0,2009-09-14 00:00:00,1,0,0,0,1,84,58,55,61.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.34,30.07,0.1,33,2.1,71,64.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS,10,T900,41.974689,-87.890615,9,1,0,2009-09-14 00:00:00,1,0,0,0,1,84,58,55,61.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.34,30.07,0.1,33,2.1,71,64.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS/RESTUANS,10,T903,41.957799,-87.930995,5,11,0,2009-09-14 00:00:00,1,1,0,0,1,84,58,55,61.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.34,30.07,0.1,33,2.1,71,64.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX RESTUANS,10,T903,41.957799,-87.930995,5,1,0,2009-09-14 00:00:00,0,1,0,0,1,84,58,55,61.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.34,30.07,0.1,33,2.1,71,64.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS,10,T903,41.957799,-87.930995,5,1,0,2009-09-14 00:00:00,1,0,0,0,1,84,58,55,61.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.34,30.07,0.1,33,2.1,71,64.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS/RESTUANS,48,T222,41.925198,-87.746381,8,6,0,2009-09-14 00:00:00,1,1,0,0,2,84,59,56,62.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.4,30.05,1.1,13,2.7,72,64.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS/RESTUANS,51,T223,41.973845,-87.805059,9,22,0,2009-09-14 00:00:00,1,1,0,0,1,84,58,55,61.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.34,30.07,0.1,33,2.1,71,64.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX RESTUANS,51,T223,41.973845,-87.805059,9,3,0,2009-09-14 00:00:00,0,1,0,0,1,84,58,55,61.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.34,30.07,0.1,33,2.1,71,64.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS,51,T223,41.973845,-87.805059,9,2,0,2009-09-14 00:00:00,1,0,0,0,1,84,58,55,61.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.34,30.07,0.1,33,2.1,71,64.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS/RESTUANS,82,T225,41.743402,-87.731435,8,26,0,2009-09-14 00:00:00,1,1,0,0,2,84,59,56,62.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.4,30.05,1.1,13,2.7,72,64.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS/RESTUANS,82,T225,41.743402,-87.731435,8,50,0,2009-09-14 00:00:00,1,1,0,0,2,84,59,56,62.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.4,30.05,1.1,13,2.7,72,64.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX RESTUANS,82,T225,41.743402,-87.731435,8,6,0,2009-09-14 00:00:00,0,1,0,0,2,84,59,56,62.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.4,30.05,1.1,13,2.7,72,64.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS,82,T225,41.743402,-87.731435,8,7,0,2009-09-14 00:00:00,1,0,0,0,2,84,59,56,62.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.4,30.05,1.1,13,2.7,72,64.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS/RESTUANS,65,T227,41.728495,-87.600963,5,2,0,2009-09-14 00:00:00,1,1,0,0,2,84,59,56,62.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.4,30.05,1.1,13,2.7,72,64.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS/RESTUANS,17,T224,41.947227,-87.671457,9,1,0,2009-09-14 00:00:00,1,1,0,0,2,84,59,56,62.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.4,30.05,1.1,13,2.7,72,64.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS/RESTUANS,11,T229,41.753411,-87.639817,5,2,0,2009-09-14 00:00:00,1,1,0,0,2,84,59,56,62.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.4,30.05,1.1,13,2.7,72,64.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS/RESTUANS,13,T230,41.904194,-87.756155,9,8,1,2009-09-14 00:00:00,1,1,0,0,2,84,59,56,62.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.4,30.05,1.1,13,2.7,72,64.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS/RESTUANS,39,T228,41.951866,-87.725057,8,3,0,2009-09-14 00:00:00,1,1,0,0,2,84,59,56,62.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.4,30.05,1.1,13,2.7,72,64.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX RESTUANS,39,T228,41.951866,-87.725057,8,2,1,2009-09-14 00:00:00,0,1,0,0,2,84,59,56,62.0,1900-01-01 05:30:00,1900-01-01 18:05:00,0.0,29.4,30.05,1.1,13,2.7,72,64.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,755
CULEX PIPIENS/RESTUANS,41,T002,41.95469,-87.800991,9,4,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX RESTUANS,41,T002,41.95469,-87.800991,9,2,0,2009-09-17 00:00:00,0,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,25,T046,41.891118,-87.654491,8,4,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX RESTUANS,25,T046,41.891118,-87.654491,8,3,0,2009-09-17 00:00:00,0,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,11,T048,41.867108,-87.654224,8,24,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX RESTUANS,11,T048,41.867108,-87.654224,8,3,0,2009-09-17 00:00:00,0,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS,11,T048,41.867108,-87.654224,8,2,0,2009-09-17 00:00:00,1,0,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,11,T049,41.896282,-87.655232,8,3,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,22,T054,41.921965,-87.632085,8,5,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,22,T054,41.921965,-87.632085,8,13,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX RESTUANS,22,T054,41.921965,-87.632085,8,1,0,2009-09-17 00:00:00,0,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,17,T094,41.720848,-87.666014,9,1,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,75,T148,42.01743,-87.687769,8,7,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,89,T159,41.732984,-87.649642,8,9,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX RESTUANS,89,T159,41.732984,-87.649642,8,1,0,2009-09-17 00:00:00,0,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,36,T011,41.944869,-87.832763,8,11,0,2009-09-17 00:00:00,1,1,0,0,1,72,50,52,56.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.45,30.18,3.4,5,4.2,61,64.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS,36,T011,41.944869,-87.832763,8,1,0,2009-09-17 00:00:00,1,0,0,0,1,72,50,52,56.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.45,30.18,3.4,5,4.2,61,64.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,72,T016,42.011601,-87.811506,8,9,0,2009-09-17 00:00:00,1,1,0,0,1,72,50,52,56.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.45,30.18,3.4,5,4.2,61,64.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX RESTUANS,72,T016,42.011601,-87.811506,8,1,0,2009-09-17 00:00:00,0,1,0,0,1,72,50,52,56.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.45,30.18,3.4,5,4.2,61,64.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS,72,T016,42.011601,-87.811506,8,1,0,2009-09-17 00:00:00,1,0,0,0,1,72,50,52,56.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.45,30.18,3.4,5,4.2,61,64.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,58,T028,41.986921,-87.689778,9,2,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,14,T033,41.906638,-87.701431,9,4,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS,14,T033,41.906638,-87.701431,9,1,0,2009-09-17 00:00:00,1,0,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS,10,T089,41.723195,-87.64997,5,3,0,2009-09-17 00:00:00,1,0,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,11,T090,41.868077,-87.666901,9,39,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX RESTUANS,11,T090,41.868077,-87.666901,9,6,0,2009-09-17 00:00:00,0,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,42,T135,41.662014,-87.724608,8,3,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS,42,T135,41.662014,-87.724608,8,3,0,2009-09-17 00:00:00,1,0,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,43,T145,41.878114,-87.629798,3,2,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,28,T147,41.932094,-87.700117,8,1,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX RESTUANS,28,T147,41.932094,-87.700117,8,2,0,2009-09-17 00:00:00,0,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS,28,T147,41.932094,-87.700117,8,1,0,2009-09-17 00:00:00,1,0,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,70,T151,41.916265,-87.800515,8,16,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX RESTUANS,70,T151,41.916265,-87.800515,8,6,0,2009-09-17 00:00:00,0,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS,70,T151,41.916265,-87.800515,8,7,0,2009-09-17 00:00:00,1,0,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,25,T152,41.846075,-87.716277,9,19,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX RESTUANS,25,T152,41.846075,-87.716277,9,3,0,2009-09-17 00:00:00,0,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS,25,T152,41.846075,-87.716277,9,2,0,2009-09-17 00:00:00,1,0,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,35,T158,41.682587,-87.707973,9,5,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,37,T218,41.948167,-87.730698,8,11,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX RESTUANS,37,T218,41.948167,-87.730698,8,1,0,2009-09-17 00:00:00,0,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,45,T220,41.963976,-87.69181,9,4,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,46,T003,41.964242,-87.757639,8,1,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS,46,T003,41.964242,-87.757639,8,1,0,2009-09-17 00:00:00,1,0,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX TERRITANS,46,T003,41.964242,-87.757639,8,1,0,2009-09-17 00:00:00,0,0,0,1,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,70,T008,42.008314,-87.777921,9,6,0,2009-09-17 00:00:00,1,1,0,0,1,72,50,52,56.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.45,30.18,3.4,5,4.2,61,64.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,61,T012,41.991429,-87.747113,8,5,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX RESTUANS,61,T012,41.991429,-87.747113,8,2,0,2009-09-17 00:00:00,0,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS,61,T012,41.991429,-87.747113,8,1,0,2009-09-17 00:00:00,1,0,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,11,T047,41.868142,-87.696269,9,1,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX RESTUANS,11,T047,41.868142,-87.696269,9,3,0,2009-09-17 00:00:00,0,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,61,T013,41.923738,-87.785288,9,6,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX RESTUANS,61,T013,41.923738,-87.785288,9,3,0,2009-09-17 00:00:00,0,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS,61,T013,41.923738,-87.785288,9,1,0,2009-09-17 00:00:00,1,0,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX RESTUANS,10,T030,41.89923,-87.716788,9,1,0,2009-09-17 00:00:00,0,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX PIPIENS/RESTUANS,33,T144,41.94016,-87.794896,9,8,0,2009-09-17 00:00:00,1,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
CULEX RESTUANS,33,T144,41.94016,-87.794896,9,3,0,2009-09-17 00:00:00,0,1,0,0,2,71,54,51,57.0,1900-01-01 05:33:00,1900-01-01 17:58:00,0.0,29.51,30.17,4.5,8,5.4,63,64.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,38,745
