TrapCoded,RESTUANS,PIPIENS,DaylightMinutes,DewPoint,Tmax,Week,Dist_to_Closest_Spray,Days_Since_Spray,NumMosquitos,WnvPresent
106,1,1,914,55,68,25,1.5,720,1,0
106,1,0,914,55,68,25,1.5,720,3,0
15,1,0,914,55,68,25,1.5,720,1,0
73,1,1,914,55,68,25,1.5,720,1,0
73,1,0,914,55,68,25,1.5,720,1,0
28,1,1,914,55,68,25,1.5,720,1,0
42,1,1,914,55,68,25,1.5,720,1,0
43,1,0,914,55,68,25,1.5,720,1,0
45,1,0,914,55,68,25,1.5,720,1,0
46,1,0,914,55,68,25,1.5,720,1,0
48,1,0,914,55,68,25,1.5,720,1,0
52,1,1,914,55,68,25,1.5,720,8,0
52,1,0,914,55,68,25,1.5,720,18,0
53,1,0,914,55,68,25,1.5,720,8,0
56,1,0,914,55,68,25,1.5,720,2,0
59,1,1,914,55,68,25,1.5,720,3,0
59,1,0,914,55,68,25,1.5,720,4,0
60,1,1,914,55,68,25,1.5,720,1,0
61,1,0,914,55,68,25,1.5,720,8,0
81,1,1,914,55,68,25,1.5,720,16,0
81,1,0,914,55,68,25,1.5,720,23,0
101,1,1,914,55,68,25,1.5,720,4,0
101,1,0,914,55,68,25,1.5,720,1,0
44,1,1,914,55,68,25,1.5,720,6,0
44,1,0,914,55,68,25,1.5,720,1,0
82,1,1,914,55,68,25,1.5,720,43,0
82,1,0,914,55,68,25,1.5,720,33,0
86,1,0,914,55,68,25,1.5,720,1,0
109,1,1,914,55,68,25,1.5,720,38,0
109,1,0,914,55,68,25,1.5,720,27,0
83,1,1,914,55,68,25,1.5,720,4,0
83,1,0,914,55,68,25,1.5,720,2,0
19,1,0,914,55,68,25,1.5,720,1,0
117,1,0,914,55,68,25,1.5,720,1,0
8,1,1,914,56,68,25,1.5,720,1,0
134,1,1,914,56,68,25,1.5,720,2,0
134,1,1,914,56,68,25,1.5,720,3,0
134,1,1,914,56,68,25,1.5,720,5,0
134,1,0,914,56,68,25,1.5,720,30,0
134,1,0,914,56,68,25,1.5,720,17,0
134,1,0,914,56,68,25,1.5,720,35,0
134,1,0,914,56,68,25,1.5,720,13,0
134,1,0,914,56,68,25,1.5,720,22,0
134,0,1,914,56,68,25,1.5,720,2,0
134,0,1,914,56,68,25,1.5,720,1,0
123,1,0,914,55,68,25,1.5,720,1,0
120,1,0,914,55,68,25,1.5,720,6,0
122,1,1,914,55,68,25,1.5,720,15,0
122,1,0,914,55,68,25,1.5,720,20,0
126,1,1,914,55,68,25,1.5,720,3,0
25,1,1,914,55,68,25,1.5,720,3,0
128,1,1,914,55,68,25,1.5,720,7,0
130,1,1,914,55,68,25,1.5,720,5,0
130,1,0,914,55,68,25,1.5,720,6,0
1,1,1,912,61,89,26,1.5,720,2,0
1,1,0,912,61,89,26,1.5,720,33,0
33,1,1,912,61,89,26,1.5,720,10,0
35,1,1,912,61,89,26,1.5,720,19,0
35,1,0,912,61,89,26,1.5,720,15,0
39,1,1,912,61,89,26,1.5,720,15,0
71,1,1,912,61,89,26,1.5,720,27,0
71,1,0,912,61,89,26,1.5,720,15,0
71,0,0,912,61,89,26,1.5,720,1,0
94,1,0,912,61,89,26,1.5,720,1,0
105,1,1,912,61,89,26,1.5,720,1,0
105,1,0,912,61,89,26,1.5,720,4,0
9,1,1,912,62,88,26,1.5,720,26,0
9,1,1,912,62,88,26,1.5,720,47,0
20,1,0,912,61,89,26,1.5,720,2,0
22,1,1,912,61,89,26,1.5,720,1,0
22,0,0,912,61,89,26,1.5,720,2,0
23,1,1,912,61,89,26,1.5,720,1,0
67,1,1,912,61,89,26,1.5,720,3,0
67,1,0,912,61,89,26,1.5,720,3,0
68,1,1,912,61,89,26,1.5,720,50,0
68,1,1,912,61,89,26,1.5,720,6,0
68,1,1,912,61,89,26,1.5,720,36,0
68,1,0,912,61,89,26,1.5,720,3,0
68,0,1,912,61,89,26,1.5,720,3,0
85,1,1,912,61,89,26,1.5,720,2,0
85,1,0,912,61,89,26,1.5,720,8,0
85,0,0,912,61,89,26,1.5,720,5,0
91,1,1,912,61,89,26,1.5,720,1,0
93,1,1,912,61,89,26,1.5,720,9,0
93,1,0,912,61,89,26,1.5,720,5,0
97,1,1,912,61,89,26,1.5,720,36,0
97,1,0,912,61,89,26,1.5,720,15,0
98,1,1,912,61,89,26,1.5,720,4,0
98,1,0,912,61,89,26,1.5,720,7,0
104,1,0,912,61,89,26,1.5,720,3,0
114,1,0,912,61,89,26,1.5,720,2,0
2,1,1,912,61,89,26,1.5,720,1,0
2,1,0,912,61,89,26,1.5,720,1,0
7,1,1,912,62,88,26,1.5,720,19,0
10,1,1,912,61,89,26,1.5,720,1,0
34,1,1,912,61,89,26,1.5,720,14,0
34,1,0,912,61,89,26,1.5,720,21,0
106,1,0,912,61,89,26,1.5,720,8,0
106,0,0,912,61,89,26,1.5,720,1,0
73,1,1,912,61,89,26,1.5,720,33,0
73,1,0,912,61,89,26,1.5,720,33,0
73,1,0,912,61,89,26,1.5,720,35,0
28,1,0,912,61,89,26,1.5,720,1,0
45,1,1,912,61,89,26,1.5,720,10,0
45,1,0,912,61,89,26,1.5,720,20,0
52,1,0,912,61,89,26,1.5,720,2,0
53,1,1,912,61,89,26,1.5,720,1,0
53,1,0,912,61,89,26,1.5,720,1,0
58,1,0,912,61,89,26,1.5,720,1,0
58,0,0,912,61,89,26,1.5,720,1,0
59,1,1,912,61,89,26,1.5,720,1,0
59,1,0,912,61,89,26,1.5,720,1,0
60,1,1,912,61,89,26,1.5,720,1,0
60,1,0,912,61,89,26,1.5,720,3,0
61,1,0,912,61,89,26,1.5,720,5,0
62,1,0,912,61,89,26,1.5,720,1,0
81,1,1,912,61,89,26,1.5,720,38,0
81,1,1,912,61,89,26,1.5,720,37,0
81,1,0,912,61,89,26,1.5,720,24,0
81,1,0,912,61,89,26,1.5,720,35,0
81,0,0,912,61,89,26,1.5,720,1,0
101,0,0,912,61,89,26,1.5,720,2,0
44,1,1,912,61,89,26,1.5,720,11,0
44,1,0,912,61,89,26,1.5,720,8,0
82,1,1,912,61,89,26,1.5,720,43,0
82,1,1,912,61,89,26,1.5,720,50,0
82,1,0,912,61,89,26,1.5,720,46,0
82,0,0,912,61,89,26,1.5,720,1,0
109,1,0,912,61,89,26,1.5,720,2,0
83,1,1,912,61,89,26,1.5,720,8,0
83,1,0,912,61,89,26,1.5,720,2,0
19,1,1,912,61,89,26,1.5,720,3,0
19,1,0,912,61,89,26,1.5,720,2,0
19,0,0,912,61,89,26,1.5,720,6,0
117,1,0,912,61,89,26,1.5,720,1,0
8,1,1,912,62,88,26,1.5,720,3,0
134,1,1,912,62,88,26,1.5,720,17,0
134,1,1,912,62,88,26,1.5,720,50,0
134,1,1,912,62,88,26,1.5,720,39,0
134,1,1,912,62,88,26,1.5,720,18,0
134,1,1,912,62,88,26,1.5,720,14,0
134,1,1,912,62,88,26,1.5,720,8,0
134,1,1,912,62,88,26,1.5,720,3,0
134,1,0,912,62,88,26,1.5,720,4,0
134,1,0,912,62,88,26,1.5,720,50,0
134,1,0,912,62,88,26,1.5,720,8,0
134,1,0,912,62,88,26,1.5,720,37,0
134,1,0,912,62,88,26,1.5,720,27,0
135,1,1,912,62,88,26,1.5,720,35,0
135,1,0,912,62,88,26,1.5,720,20,0
135,0,1,912,62,88,26,1.5,720,40,0
118,0,0,912,61,89,26,1.5,720,1,0
121,1,0,912,61,89,26,1.5,720,2,0
123,1,1,912,61,89,26,1.5,720,2,0
123,1,0,912,61,89,26,1.5,720,2,0
120,1,1,912,61,89,26,1.5,720,1,0
120,1,0,912,61,89,26,1.5,720,5,0
122,1,1,912,61,89,26,1.5,720,18,0
122,1,0,912,61,89,26,1.5,720,37,0
126,1,0,912,61,89,26,1.5,720,1,0
128,1,0,912,61,89,26,1.5,720,5,0
130,1,0,912,61,89,26,1.5,720,11,0
130,0,0,912,61,89,26,1.5,720,1,0
1,1,1,902,70,90,28,1.5,720,24,0
1,1,0,902,70,90,28,1.5,720,18,0
1,0,1,902,70,90,28,1.5,720,4,0
33,1,1,902,70,90,28,1.5,720,1,0
35,1,1,902,70,90,28,1.5,720,25,0
35,1,0,902,70,90,28,1.5,720,15,0
35,0,1,902,70,90,28,1.5,720,3,0
35,0,0,902,70,90,28,1.5,720,2,0
36,1,0,902,70,90,28,1.5,720,1,0
39,1,1,902,70,90,28,1.5,720,2,0
39,1,0,902,70,90,28,1.5,720,8,0
71,1,1,902,70,90,28,1.5,720,15,0
71,1,0,902,70,90,28,1.5,720,10,0
94,1,1,902,70,90,28,1.5,720,4,0
94,1,0,902,70,90,28,1.5,720,23,0
9,1,1,902,71,88,28,1.5,720,17,0
9,1,0,902,71,88,28,1.5,720,46,0
9,1,0,902,71,88,28,1.5,720,31,0
20,1,0,902,70,90,28,1.5,720,1,0
22,1,1,902,70,90,28,1.5,720,5,0
22,1,0,902,70,90,28,1.5,720,4,0
22,0,0,902,70,90,28,1.5,720,1,0
23,1,1,902,70,90,28,1.5,720,4,0
23,1,0,902,70,90,28,1.5,720,1,0
67,1,1,902,70,90,28,1.5,720,1,0
68,1,1,902,70,90,28,1.5,720,16,0
68,1,0,902,70,90,28,1.5,720,6,0
85,1,1,902,70,90,28,1.5,720,15,0
85,1,0,902,70,90,28,1.5,720,8,0
85,0,0,902,70,90,28,1.5,720,9,0
91,1,1,902,70,90,28,1.5,720,2,0
91,1,0,902,70,90,28,1.5,720,1,0
93,1,1,902,70,90,28,1.5,720,10,0
93,1,0,902,70,90,28,1.5,720,30,0
97,1,1,902,70,90,28,1.5,720,45,0
97,1,1,902,70,90,28,1.5,720,6,0
97,1,0,902,70,90,28,1.5,720,16,0
97,0,0,902,70,90,28,1.5,720,3,0
98,1,1,902,70,90,28,1.5,720,8,0
114,1,1,902,70,90,28,1.5,720,1,0
114,1,0,902,70,90,28,1.5,720,5,0
116,1,0,902,70,90,28,1.5,720,1,0
2,1,1,902,70,90,28,1.5,720,1,0
2,1,0,902,70,90,28,1.5,720,10,0
2,0,1,902,70,90,28,1.5,720,2,0
7,1,1,902,71,88,28,1.5,720,47,0
7,1,0,902,71,88,28,1.5,720,43,0
34,1,1,902,70,90,28,1.5,720,16,0
34,1,1,902,70,90,28,1.5,720,36,0
34,1,0,902,70,90,28,1.5,720,46,0
16,1,1,902,70,90,28,1.5,720,2,0
21,1,1,902,70,90,28,1.5,720,7,0
21,1,0,902,70,90,28,1.5,720,5,0
90,1,0,902,70,90,28,1.5,720,3,0
106,1,1,902,70,90,28,1.5,720,47,0
106,1,0,902,70,90,28,1.5,720,37,0
106,0,0,902,70,90,28,1.5,720,1,0
73,1,0,902,70,90,28,1.5,720,1,0
28,1,1,902,70,90,28,1.5,720,4,0
42,1,1,902,70,90,28,1.5,720,14,0
42,1,0,902,70,90,28,1.5,720,2,0
45,1,1,902,70,90,28,1.5,720,3,0
45,1,0,902,70,90,28,1.5,720,16,0
52,1,0,902,70,90,28,1.5,720,18,0
53,1,0,902,70,90,28,1.5,720,3,0
59,1,1,902,70,90,28,1.5,720,3,0
59,0,0,902,70,90,28,1.5,720,1,0
60,1,0,902,70,90,28,1.5,720,3,0
61,1,1,902,70,90,28,1.5,720,4,0
61,1,0,902,70,90,28,1.5,720,2,0
62,1,0,902,70,90,28,1.5,720,1,0
81,1,1,902,70,90,28,1.5,720,37,0
81,1,0,902,70,90,28,1.5,720,39,0
81,1,0,902,70,90,28,1.5,720,48,0
81,0,1,902,70,90,28,1.5,720,6,0
101,1,0,902,70,90,28,1.5,720,1,0
44,1,1,902,70,90,28,1.5,720,10,0
44,1,0,902,70,90,28,1.5,720,26,0
82,1,1,902,70,90,28,1.5,720,50,0
82,1,1,902,70,90,28,1.5,720,44,0
82,1,0,902,70,90,28,1.5,720,29,0
86,1,1,902,70,90,28,1.5,720,37,0
86,1,0,902,70,90,28,1.5,720,21,0
86,0,0,902,70,90,28,1.5,720,1,0
109,1,1,902,70,90,28,1.5,720,7,0
109,1,0,902,70,90,28,1.5,720,11,0
109,0,0,902,70,90,28,1.5,720,3,0
111,1,0,902,70,90,28,1.5,720,2,0
112,1,1,902,70,90,28,1.5,720,4,0
112,1,0,902,70,90,28,1.5,720,1,0
112,0,0,902,70,90,28,1.5,720,2,0
83,1,1,902,70,90,28,1.5,720,5,0
83,1,0,902,70,90,28,1.5,720,4,0
76,1,1,902,70,90,28,1.5,720,3,0
78,1,1,902,70,90,28,1.5,720,14,0
78,1,0,902,70,90,28,1.5,720,2,0
19,1,1,902,70,90,28,1.5,720,4,0
19,1,0,902,70,90,28,1.5,720,14,0
19,0,0,902,70,90,28,1.5,720,5,0
117,1,1,902,70,90,28,1.5,720,1,0
117,1,0,902,70,90,28,1.5,720,2,0
8,1,1,902,71,88,28,1.5,720,3,0
8,1,0,902,71,88,28,1.5,720,3,0
134,1,1,902,71,88,28,1.5,720,50,0
134,1,1,902,71,88,28,1.5,720,22,0
134,1,1,902,71,88,28,1.5,720,31,0
134,1,1,902,71,88,28,1.5,720,33,0
134,1,1,902,71,88,28,1.5,720,25,0
134,1,1,902,71,88,28,1.5,720,6,0
134,1,0,902,71,88,28,1.5,720,8,0
134,1,0,902,71,88,28,1.5,720,50,0
134,1,0,902,71,88,28,1.5,720,37,0
134,1,0,902,71,88,28,1.5,720,10,0
134,1,0,902,71,88,28,1.5,720,16,0
134,1,0,902,71,88,28,1.5,720,44,0
134,1,0,902,71,88,28,1.5,720,23,0
134,0,1,902,71,88,28,1.5,720,2,0
135,1,1,902,71,88,28,1.5,720,26,0
135,1,1,902,71,88,28,1.5,720,16,0
135,1,0,902,71,88,28,1.5,720,14,0
135,1,0,902,71,88,28,1.5,720,39,0
135,1,0,902,71,88,28,1.5,720,50,0
119,1,1,902,71,88,28,1.5,720,22,0
119,1,0,902,71,88,28,1.5,720,41,0
121,1,1,902,70,90,28,1.5,720,1,0
121,1,0,902,70,90,28,1.5,720,9,0
121,0,0,902,70,90,28,1.5,720,1,0
123,1,0,902,70,90,28,1.5,720,4,0
120,1,1,902,70,90,28,1.5,720,9,0
120,1,0,902,70,90,28,1.5,720,3,0
122,1,1,902,70,90,28,1.5,720,4,0
122,1,0,902,70,90,28,1.5,720,28,0
122,0,0,902,70,90,28,1.5,720,2,0
126,1,1,902,70,90,28,1.5,720,3,0
126,1,0,902,70,90,28,1.5,720,4,0
124,1,1,902,70,90,28,1.5,720,1,0
124,1,0,902,70,90,28,1.5,720,4,0
25,1,0,902,70,90,28,1.5,720,7,0
127,1,1,902,70,90,28,1.5,720,1,0
127,1,0,902,70,90,28,1.5,720,2,0
128,1,1,902,70,90,28,1.5,720,9,0
128,1,0,902,70,90,28,1.5,720,11,0
130,1,0,902,70,90,28,1.5,720,8,0
1,1,1,897,60,86,28,1.5,720,37,0
1,1,0,897,60,86,28,1.5,720,17,0
33,1,1,897,60,86,28,1.5,720,1,0
35,1,1,897,60,86,28,1.5,720,50,0
35,1,1,897,60,86,28,1.5,720,15,0
35,1,0,897,60,86,28,1.5,720,2,0
36,1,1,897,60,86,28,1.5,720,2,0
39,1,1,897,60,86,28,1.5,720,1,0
39,1,1,897,60,86,28,1.5,720,10,0
39,1,0,897,60,86,28,1.5,720,17,0
71,1,1,897,60,86,28,1.5,720,48,0
71,1,0,897,60,86,28,1.5,720,28,0
71,0,0,897,60,86,28,1.5,720,1,0
94,1,0,897,60,86,28,1.5,720,1,0
9,1,1,897,60,87,28,1.5,720,50,0
9,1,1,897,60,87,28,1.5,720,12,0
9,1,0,897,60,87,28,1.5,720,9,0
9,0,1,897,60,87,28,1.5,720,3,0
20,1,0,897,60,86,28,1.5,720,1,0
22,1,1,897,60,86,28,1.5,720,35,0
22,1,0,897,60,86,28,1.5,720,6,0
23,1,1,897,60,86,28,1.5,720,4,0
23,1,0,897,60,86,28,1.5,720,1,0
67,0,1,897,60,86,28,1.5,720,1,0
68,1,1,897,60,86,28,1.5,720,32,0
68,1,1,897,60,86,28,1.5,720,27,0
68,1,0,897,60,86,28,1.5,720,3,0
68,0,1,897,60,86,28,1.5,720,7,0
85,0,0,897,60,86,28,1.5,720,1,0
91,1,1,897,60,86,28,1.5,720,5,0
93,1,1,897,60,86,28,1.5,720,1,0
93,1,0,897,60,86,28,1.5,720,2,0
97,1,1,897,60,86,28,1.5,720,50,0
97,1,1,897,60,86,28,1.5,720,12,0
97,1,0,897,60,86,28,1.5,720,17,0
98,1,1,897,60,86,28,1.5,720,6,0
98,1,0,897,60,86,28,1.5,720,5,0
104,1,1,897,60,86,28,1.5,720,8,0
104,1,0,897,60,86,28,1.5,720,1,0
114,1,1,897,60,86,28,1.5,720,2,0
114,1,0,897,60,86,28,1.5,720,2,0
116,1,1,897,60,86,28,1.5,720,3,0
116,1,0,897,60,86,28,1.5,720,2,0
2,1,1,897,60,86,28,1.5,720,41,0
2,1,1,897,60,86,28,1.5,720,50,0
2,1,0,897,60,86,28,1.5,720,12,0
2,0,1,897,60,86,28,1.5,720,1,0
7,1,1,897,60,87,28,1.5,720,50,0
7,1,0,897,60,87,28,1.5,720,31,0
10,1,1,897,60,86,28,1.5,720,2,0
34,1,1,897,60,86,28,1.5,720,6,0
34,1,0,897,60,86,28,1.5,720,4,0
34,0,1,897,60,86,28,1.5,720,4,0
11,1,1,897,60,86,28,1.5,720,5,0
16,1,0,897,60,86,28,1.5,720,1,0
21,1,1,897,60,86,28,1.5,720,4,0
21,1,0,897,60,86,28,1.5,720,2,0
90,1,1,897,60,86,28,1.5,720,5,0
90,1,0,897,60,86,28,1.5,720,4,0
106,1,1,897,60,86,28,1.5,720,3,0
106,1,0,897,60,86,28,1.5,720,2,0
15,1,1,897,60,86,28,1.5,720,2,0
15,1,0,897,60,86,28,1.5,720,1,0
28,1,1,897,60,86,28,1.5,720,1,0
42,1,1,897,60,86,28,1.5,720,5,0
42,1,0,897,60,86,28,1.5,720,9,0
42,0,1,897,60,86,28,1.5,720,3,0
43,1,1,897,60,86,28,1.5,720,6,0
45,1,1,897,60,86,28,1.5,720,21,0
45,1,0,897,60,86,28,1.5,720,3,0
46,1,1,897,60,86,28,1.5,720,7,0
46,0,0,897,60,86,28,1.5,720,1,0
52,1,1,897,60,86,28,1.5,720,14,0
52,1,0,897,60,86,28,1.5,720,18,0
52,0,1,897,60,86,28,1.5,720,2,0
53,1,0,897,60,86,28,1.5,720,2,0
58,1,1,897,60,86,28,1.5,720,1,0
58,1,0,897,60,86,28,1.5,720,2,0
58,0,1,897,60,86,28,1.5,720,1,0
59,1,1,897,60,86,28,1.5,720,1,0
59,1,0,897,60,86,28,1.5,720,6,0
61,1,1,897,60,86,28,1.5,720,2,0
61,1,0,897,60,86,28,1.5,720,6,0
61,0,1,897,60,86,28,1.5,720,1,0
62,1,1,897,60,86,28,1.5,720,6,0
81,1,1,897,60,86,28,1.5,720,48,0
81,1,1,897,60,86,28,1.5,720,50,0
81,1,1,897,60,86,28,1.5,720,36,0
81,1,0,897,60,86,28,1.5,720,47,0
81,1,0,897,60,86,28,1.5,720,39,0
101,1,0,897,60,86,28,1.5,720,1,0
44,1,1,897,60,86,28,1.5,720,3,0
44,1,0,897,60,86,28,1.5,720,1,0
82,1,1,897,60,86,28,1.5,720,37,0
82,1,1,897,60,86,28,1.5,720,50,0
82,1,1,897,60,86,28,1.5,720,17,0
82,1,0,897,60,86,28,1.5,720,3,0
82,0,0,897,60,86,28,1.5,720,1,0
86,1,1,897,60,86,28,1.5,720,38,0
86,1,0,897,60,86,28,1.5,720,32,0
86,0,0,897,60,86,28,1.5,720,1,0
109,1,1,897,60,86,28,1.5,720,5,0
109,1,0,897,60,86,28,1.5,720,3,0
109,0,0,897,60,86,28,1.5,720,1,0
111,1,0,897,60,86,28,1.5,720,4,0
111,0,0,897,60,86,28,1.5,720,2,0
112,1,0,897,60,86,28,1.5,720,2,0
112,0,0,897,60,86,28,1.5,720,1,0
83,1,1,897,60,86,28,1.5,720,16,0
83,1,0,897,60,86,28,1.5,720,28,0
76,1,1,897,60,86,28,1.5,720,6,0
76,1,0,897,60,86,28,1.5,720,14,0
78,1,1,897,60,86,28,1.5,720,6,0
78,1,0,897,60,86,28,1.5,720,3,0
19,1,1,897,60,86,28,1.5,720,2,0
19,1,1,897,60,86,28,1.5,720,4,0
19,1,0,897,60,86,28,1.5,720,7,0
19,0,0,897,60,86,28,1.5,720,1,0
117,1,1,897,60,86,28,1.5,720,2,0
8,1,1,897,60,87,28,1.5,720,1,0
8,1,0,897,60,87,28,1.5,720,1,0
134,1,1,897,60,87,28,1.5,720,13,0
134,1,1,897,60,87,28,1.5,720,8,0
134,1,1,897,60,87,28,1.5,720,12,0
134,1,1,897,60,87,28,1.5,720,2,0
134,1,0,897,60,87,28,1.5,720,6,0
134,1,0,897,60,87,28,1.5,720,45,0
134,1,0,897,60,87,28,1.5,720,13,0
134,1,0,897,60,87,28,1.5,720,47,0
134,1,0,897,60,87,28,1.5,720,35,0
134,0,1,897,60,87,28,1.5,720,4,0
134,0,1,897,60,87,28,1.5,720,6,0
134,0,1,897,60,87,28,1.5,720,5,0
134,0,0,897,60,87,28,1.5,720,2,0
135,1,1,897,60,87,28,1.5,720,30,0
135,1,0,897,60,87,28,1.5,720,36,0
135,1,0,897,60,87,28,1.5,720,50,0
135,1,0,897,60,87,28,1.5,720,3,0
135,0,1,897,60,87,28,1.5,720,5,0
118,1,1,897,60,86,28,1.5,720,1,0
118,1,0,897,60,86,28,1.5,720,2,0
119,1,1,897,60,87,28,1.5,720,18,0
119,1,1,897,60,87,28,1.5,720,50,0
119,1,0,897,60,87,28,1.5,720,8,0
119,0,0,897,60,87,28,1.5,720,2,0
121,1,1,897,60,86,28,1.5,720,4,0
121,1,0,897,60,86,28,1.5,720,2,0
123,1,1,897,60,86,28,1.5,720,1,0
123,1,0,897,60,86,28,1.5,720,2,0
120,1,1,897,60,86,28,1.5,720,3,0
120,1,0,897,60,86,28,1.5,720,2,0
122,1,1,897,60,86,28,1.5,720,13,0
122,1,0,897,60,86,28,1.5,720,13,0
122,0,1,897,60,86,28,1.5,720,3,0
126,1,0,897,60,86,28,1.5,720,2,0
124,1,1,897,60,86,28,1.5,720,3,0
124,1,0,897,60,86,28,1.5,720,5,0
124,0,0,897,60,86,28,1.5,720,1,0
25,1,0,897,60,86,28,1.5,720,2,0
127,1,0,897,60,86,28,1.5,720,1,0
128,1,1,897,60,86,28,1.5,720,1,0
128,1,0,897,60,86,28,1.5,720,3,0
130,1,1,897,60,86,28,1.5,720,21,0
130,1,0,897,60,86,28,1.5,720,7,0
130,0,1,897,60,86,28,1.5,720,6,0
1,1,1,880,67,90,30,1.5,720,23,0
1,1,0,880,67,90,30,1.5,720,6,0
33,1,1,880,67,90,30,1.5,720,1,0
35,1,1,880,67,90,30,1.5,720,35,0
35,1,0,880,67,90,30,1.5,720,12,0
36,1,1,880,67,90,30,1.5,720,1,0
39,1,1,880,67,90,30,1.5,720,5,0
71,1,1,880,67,90,30,1.5,720,22,0
71,1,0,880,67,90,30,1.5,720,18,0
71,0,1,880,67,90,30,1.5,720,3,0
9,1,1,880,66,88,30,1.5,720,37,0
9,1,0,880,66,88,30,1.5,720,2,0
9,0,1,880,66,88,30,1.5,720,2,0
20,1,0,880,67,90,30,1.5,720,3,0
22,1,1,880,67,90,30,1.5,720,47,0
22,1,0,880,67,90,30,1.5,720,18,0
22,0,1,880,67,90,30,1.5,720,4,0
22,0,0,880,67,90,30,1.5,720,1,0
23,1,1,880,67,90,30,1.5,720,1,0
23,1,0,880,67,90,30,1.5,720,1,0
67,0,1,880,67,90,30,1.5,720,2,0
68,1,1,880,67,90,30,1.5,720,28,0
68,1,0,880,67,90,30,1.5,720,21,0
68,0,1,880,67,90,30,1.5,720,3,0
85,1,1,880,67,90,30,1.5,720,18,0
85,1,0,880,67,90,30,1.5,720,3,0
85,0,0,880,67,90,30,1.5,720,2,0
91,1,1,880,67,90,30,1.5,720,2,0
91,1,0,880,67,90,30,1.5,720,2,0
93,1,1,880,67,90,30,1.5,720,18,0
93,1,0,880,67,90,30,1.5,720,10,0
93,0,1,880,67,90,30,1.5,720,4,0
97,1,1,880,67,90,30,1.5,720,3,0
97,1,1,880,67,90,30,1.5,720,20,0
97,1,0,880,67,90,30,1.5,720,6,0
97,0,1,880,67,90,30,1.5,720,3,0
98,1,1,880,67,90,30,1.5,720,1,0
98,1,0,880,67,90,30,1.5,720,2,0
98,0,1,880,67,90,30,1.5,720,2,0
104,1,1,880,67,90,30,1.5,720,5,0
104,0,1,880,67,90,30,1.5,720,5,0
114,1,1,880,67,90,30,1.5,720,5,0
116,0,1,880,67,90,30,1.5,720,1,0
2,1,1,880,67,90,30,1.5,720,48,0
2,1,1,880,67,90,30,1.5,720,14,0
2,1,0,880,67,90,30,1.5,720,10,0
2,0,1,880,67,90,30,1.5,720,2,0
7,1,1,880,66,88,30,1.5,720,15,0
7,1,0,880,66,88,30,1.5,720,6,0
10,1,1,880,67,90,30,1.5,720,7,0
34,1,1,880,67,90,30,1.5,720,22,0
34,1,0,880,67,90,30,1.5,720,6,0
34,0,1,880,67,90,30,1.5,720,1,0
11,1,1,880,67,90,30,1.5,720,9,0
16,1,1,880,67,90,30,1.5,720,2,0
16,0,0,880,67,90,30,1.5,720,2,0
21,1,1,880,67,90,30,1.5,720,1,0
21,1,0,880,67,90,30,1.5,720,1,0
21,0,1,880,67,90,30,1.5,720,2,0
90,1,1,880,67,90,30,1.5,720,11,0
90,1,0,880,67,90,30,1.5,720,6,0
106,1,1,880,67,90,30,1.5,720,7,0
15,1,1,880,67,90,30,1.5,720,2,0
73,1,1,880,67,90,30,1.5,720,41,0
73,1,0,880,67,90,30,1.5,720,38,0
73,0,1,880,67,90,30,1.5,720,4,0
28,1,1,880,67,90,30,1.5,720,7,0
28,1,0,880,67,90,30,1.5,720,2,0
42,1,1,880,67,90,30,1.5,720,5,0
42,1,0,880,67,90,30,1.5,720,9,0
43,1,1,880,67,90,30,1.5,720,2,0
43,1,0,880,67,90,30,1.5,720,1,0
45,1,1,880,67,90,30,1.5,720,16,0
45,1,0,880,67,90,30,1.5,720,7,0
45,0,1,880,67,90,30,1.5,720,10,0
48,1,1,880,67,90,30,1.5,720,3,0
48,0,1,880,67,90,30,1.5,720,1,0
52,1,1,880,67,90,30,1.5,720,18,0
52,1,0,880,67,90,30,1.5,720,18,0
52,0,1,880,67,90,30,1.5,720,2,0
53,1,1,880,67,90,30,1.5,720,3,0
53,1,0,880,67,90,30,1.5,720,2,0
58,1,1,880,67,90,30,1.5,720,5,0
58,1,0,880,67,90,30,1.5,720,3,0
59,1,1,880,67,90,30,1.5,720,7,0
59,1,0,880,67,90,30,1.5,720,1,0
61,1,1,880,67,90,30,1.5,720,7,0
61,1,0,880,67,90,30,1.5,720,1,0
62,1,1,880,67,90,30,1.5,720,2,0
62,1,0,880,67,90,30,1.5,720,2,0
81,1,1,880,67,90,30,1.5,720,50,0
81,1,1,880,67,90,30,1.5,720,27,0
81,1,0,880,67,90,30,1.5,720,36,0
81,0,1,880,67,90,30,1.5,720,2,0
101,1,1,880,67,90,30,1.5,720,1,0
44,1,1,880,67,90,30,1.5,720,11,0
44,1,0,880,67,90,30,1.5,720,4,0
44,0,1,880,67,90,30,1.5,720,2,0
82,1,1,880,67,90,30,1.5,720,35,0
82,1,0,880,67,90,30,1.5,720,16,0
82,0,1,880,67,90,30,1.5,720,1,0
86,1,1,880,67,90,30,1.5,720,1,0
109,1,1,880,67,90,30,1.5,720,14,0
109,1,0,880,67,90,30,1.5,720,1,0
109,0,0,880,67,90,30,1.5,720,2,0
111,1,1,880,67,90,30,1.5,720,6,0
111,0,1,880,67,90,30,1.5,720,2,0
112,1,0,880,67,90,30,1.5,720,1,0
