Species,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,YMD
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,50,0,2009-07-13
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,50,0,2009-07-13
CULEX RESTUANS,41.673408,-87.599862,5,19,0,2009-07-13
CULEX PIPIENS,41.673408,-87.599862,5,2,0,2009-07-13
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,10,0,2009-07-13
CULEX RESTUANS,41.726465,-87.585413,5,9,0,2009-07-13
CULEX TERRITANS,41.726465,-87.585413,5,1,0,2009-07-13
CULEX PIPIENS/RESTUANS,41.678618,-87.559308,5,20,0,2009-07-13
CULEX PIPIENS/RESTUANS,41.678618,-87.559308,5,36,0,2009-07-13
CULEX RESTUANS,41.678618,-87.559308,5,5,0,2009-07-13
CULEX PIPIENS,41.678618,-87.559308,5,2,0,2009-07-13
CULEX PIPIENS/RESTUANS,41.740641,-87.546587,5,19,0,2009-07-13
CULEX RESTUANS,41.740641,-87.546587,5,3,0,2009-07-13
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,8,45,0,2009-07-13
CULEX RESTUANS,41.680946,-87.535198,8,13,0,2009-07-13
CULEX PIPIENS/RESTUANS,41.750498,-87.605294,5,31,0,2009-07-13
CULEX RESTUANS,41.750498,-87.605294,5,2,0,2009-07-13
CULEX PIPIENS,41.750498,-87.605294,5,1,0,2009-07-13
CULEX PIPIENS/RESTUANS,41.659112,-87.538693,8,21,0,2009-07-13
CULEX PIPIENS/RESTUANS,41.659112,-87.538693,8,2,0,2009-07-13
CULEX RESTUANS,41.659112,-87.538693,8,2,0,2009-07-13
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,10,0,2009-07-13
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,10,0,2009-07-13
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,11,0,2009-07-13
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,3,0,2009-07-13
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,50,0,2009-07-13
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,9,0,2009-07-13
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,3,0,2009-07-13
CULEX RESTUANS,41.974689,-87.890615,9,2,0,2009-07-13
CULEX RESTUANS,41.974689,-87.890615,9,14,0,2009-07-13
CULEX RESTUANS,41.974689,-87.890615,9,11,0,2009-07-13
CULEX RESTUANS,41.974689,-87.890615,9,4,0,2009-07-13
CULEX RESTUANS,41.974689,-87.890615,9,50,0,2009-07-13
CULEX RESTUANS,41.974689,-87.890615,9,7,0,2009-07-13
CULEX PIPIENS,41.974689,-87.890615,9,4,0,2009-07-13
CULEX PIPIENS/RESTUANS,41.957799,-87.930995,5,10,0,2009-07-13
CULEX RESTUANS,41.957799,-87.930995,5,10,0,2009-07-13
CULEX PIPIENS,41.957799,-87.930995,5,4,0,2009-07-13
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,9,46,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,9,50,0,2009-07-17
CULEX RESTUANS,41.95469,-87.800991,9,14,0,2009-07-17
CULEX PIPIENS,41.95469,-87.800991,9,3,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.891118,-87.654491,8,9,0,2009-07-17
CULEX RESTUANS,41.891118,-87.654491,8,9,0,2009-07-17
CULEX PIPIENS,41.891118,-87.654491,8,1,0,2009-07-17
CULEX SALINARIUS,41.891118,-87.654491,8,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.867108,-87.654224,8,26,0,2009-07-17
CULEX RESTUANS,41.867108,-87.654224,8,11,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.896282,-87.655232,8,1,0,2009-07-17
CULEX RESTUANS,41.896282,-87.655232,8,2,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.921965,-87.632085,8,3,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.921965,-87.632085,8,6,0,2009-07-17
CULEX RESTUANS,41.921965,-87.632085,8,2,0,2009-07-17
CULEX RESTUANS,41.921965,-87.632085,8,9,0,2009-07-17
CULEX PIPIENS,41.921965,-87.632085,8,4,0,2009-07-17
CULEX SALINARIUS,41.921965,-87.632085,8,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.720848,-87.666014,9,4,0,2009-07-17
CULEX RESTUANS,41.720848,-87.666014,9,4,0,2009-07-17
CULEX PIPIENS/RESTUANS,42.01743,-87.687769,8,10,0,2009-07-17
CULEX RESTUANS,42.01743,-87.687769,8,7,0,2009-07-17
CULEX PIPIENS,42.01743,-87.687769,8,2,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.907645,-87.760886,8,3,0,2009-07-17
CULEX RESTUANS,41.907645,-87.760886,8,4,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.732984,-87.649642,8,10,0,2009-07-17
CULEX RESTUANS,41.732984,-87.649642,8,18,0,2009-07-17
CULEX PIPIENS,41.732984,-87.649642,8,4,0,2009-07-17
CULEX SALINARIUS,41.732984,-87.649642,8,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.944869,-87.832763,8,29,0,2009-07-17
CULEX RESTUANS,41.944869,-87.832763,8,3,0,2009-07-17
CULEX PIPIENS/RESTUANS,42.011601,-87.811506,8,14,0,2009-07-17
CULEX RESTUANS,42.011601,-87.811506,8,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.986921,-87.689778,9,1,0,2009-07-17
CULEX RESTUANS,41.986921,-87.689778,9,37,0,2009-07-17
CULEX PIPIENS,41.986921,-87.689778,9,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.801498,-87.763416,9,50,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.801498,-87.763416,9,17,0,2009-07-17
CULEX RESTUANS,41.801498,-87.763416,9,31,0,2009-07-17
CULEX PIPIENS,41.801498,-87.763416,9,4,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.723195,-87.64997,5,2,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.868077,-87.666901,9,23,0,2009-07-17
CULEX RESTUANS,41.868077,-87.666901,9,37,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.662014,-87.724608,8,50,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.662014,-87.724608,8,44,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.662014,-87.724608,8,19,0,2009-07-17
CULEX RESTUANS,41.662014,-87.724608,8,35,0,2009-07-17
CULEX PIPIENS,41.662014,-87.724608,8,2,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.878114,-87.629798,3,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.916265,-87.800515,8,4,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.846075,-87.716277,9,7,0,2009-07-17
CULEX RESTUANS,41.846075,-87.716277,9,3,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.682587,-87.707973,9,47,0,2009-07-17
CULEX RESTUANS,41.682587,-87.707973,9,4,0,2009-07-17
CULEX PIPIENS,41.682587,-87.707973,9,3,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.948167,-87.730698,8,30,0,2009-07-17
CULEX RESTUANS,41.948167,-87.730698,8,7,0,2009-07-17
CULEX PIPIENS,41.948167,-87.730698,8,3,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.963976,-87.69181,9,31,0,2009-07-17
CULEX RESTUANS,41.963976,-87.69181,9,25,0,2009-07-17
CULEX PIPIENS,41.963976,-87.69181,9,2,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.964242,-87.757639,8,1,0,2009-07-17
CULEX RESTUANS,41.964242,-87.757639,8,2,0,2009-07-17
CULEX PIPIENS/RESTUANS,42.008314,-87.777921,9,31,0,2009-07-17
CULEX PIPIENS/RESTUANS,42.008314,-87.777921,9,26,0,2009-07-17
CULEX RESTUANS,42.008314,-87.777921,9,6,0,2009-07-17
CULEX PIPIENS,42.008314,-87.777921,9,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.991429,-87.747113,8,6,0,2009-07-17
CULEX RESTUANS,41.991429,-87.747113,8,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.857402,-87.694991,8,2,0,2009-07-17
CULEX RESTUANS,41.857402,-87.694991,8,1,0,2009-07-17
CULEX PIPIENS,41.857402,-87.694991,8,2,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.868142,-87.696269,9,5,0,2009-07-17
CULEX RESTUANS,41.868142,-87.696269,9,5,0,2009-07-17
CULEX PIPIENS,41.868142,-87.696269,9,2,0,2009-07-17
CULEX PIPIENS/RESTUANS,42.010412,-87.66214,8,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.89923,-87.716788,9,6,0,2009-07-17
CULEX RESTUANS,41.89923,-87.716788,9,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.94016,-87.794896,9,14,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.903002,-87.688267,8,20,0,2009-07-17
CULEX RESTUANS,41.903002,-87.688267,8,21,0,2009-07-17
CULEX PIPIENS,41.903002,-87.688267,8,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.704336,-87.703736,8,47,0,2009-07-17
CULEX RESTUANS,41.704336,-87.703736,8,2,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.911824,-87.726737,9,3,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.801179,-87.679447,8,2,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.800737,-87.71188,8,5,0,2009-07-17
CULEX RESTUANS,41.800737,-87.71188,8,4,0,2009-07-17
CULEX RESTUANS,41.778297,-87.752411,9,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.77166,-87.703047,8,10,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.768388,-87.678649,8,1,0,2009-07-17
CULEX RESTUANS,41.768388,-87.678649,8,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.773215,-87.60088,8,11,0,2009-07-17
CULEX RESTUANS,41.773215,-87.60088,8,4,0,2009-07-17
CULEX PIPIENS,41.773215,-87.60088,8,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.822536,-87.666343,9,14,0,2009-07-17
CULEX RESTUANS,41.822536,-87.666343,9,2,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.766202,-87.562889,9,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.754676,-87.612922,9,3,0,2009-07-17
CULEX RESTUANS,41.754676,-87.612922,9,4,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.821582,-87.627796,9,3,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.803423,-87.642984,8,7,0,2009-07-17
CULEX RESTUANS,41.803423,-87.642984,8,2,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.754292,-87.590773,9,2,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.798697,-87.736812,8,4,0,2009-07-17
CULEX RESTUANS,41.798697,-87.736812,8,1,0,2009-07-17
CULEX PIPIENS,41.798697,-87.736812,8,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.776156,-87.778927,9,4,0,2009-07-17
CULEX RESTUANS,41.776156,-87.778927,9,1,0,2009-07-17
CULEX RESTUANS,41.82561,-87.726549,9,2,0,2009-07-17
CULEX PIPIENS,41.82561,-87.726549,9,1,0,2009-07-17
CULEX SALINARIUS,41.82561,-87.726549,9,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,3,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,17,0,2009-07-17
CULEX RESTUANS,41.726465,-87.585413,5,6,0,2009-07-17
CULEX PIPIENS,41.726465,-87.585413,5,1,0,2009-07-17
CULEX RESTUANS,41.678618,-87.559308,5,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.740641,-87.546587,5,1,0,2009-07-17
CULEX RESTUANS,41.740641,-87.546587,5,4,0,2009-07-17
CULEX PIPIENS,41.740641,-87.546587,5,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,8,17,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,8,47,0,2009-07-17
CULEX RESTUANS,41.680946,-87.535198,8,27,0,2009-07-17
CULEX PIPIENS,41.680946,-87.535198,8,5,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.704572,-87.565666,8,2,0,2009-07-17
CULEX RESTUANS,41.704572,-87.565666,8,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.750498,-87.605294,5,25,0,2009-07-17
CULEX RESTUANS,41.750498,-87.605294,5,4,0,2009-07-17
CULEX PIPIENS,41.750498,-87.605294,5,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.659112,-87.538693,8,12,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.659112,-87.538693,8,50,0,2009-07-17
CULEX RESTUANS,41.659112,-87.538693,8,6,0,2009-07-17
CULEX PIPIENS,41.659112,-87.538693,8,3,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.992478,-87.862995,8,50,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.992478,-87.862995,8,50,0,2009-07-17
CULEX RESTUANS,41.992478,-87.862995,8,10,0,2009-07-17
CULEX PIPIENS,41.992478,-87.862995,8,2,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,36,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,17,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,47,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,50,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,50,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,2,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,42,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,2,0,2009-07-17
CULEX RESTUANS,41.974689,-87.890615,9,3,0,2009-07-17
CULEX RESTUANS,41.974689,-87.890615,9,16,0,2009-07-17
CULEX RESTUANS,41.974689,-87.890615,9,2,0,2009-07-17
CULEX RESTUANS,41.974689,-87.890615,9,18,0,2009-07-17
CULEX RESTUANS,41.974689,-87.890615,9,15,0,2009-07-17
CULEX PIPIENS,41.974689,-87.890615,9,5,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.957799,-87.930995,5,27,0,2009-07-17
CULEX RESTUANS,41.957799,-87.930995,5,1,0,2009-07-17
CULEX RESTUANS,41.957799,-87.930995,5,5,0,2009-07-17
CULEX PIPIENS,41.957799,-87.930995,5,1,0,2009-07-17
CULEX PIPIENS,41.957799,-87.930995,5,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.925198,-87.746381,8,14,0,2009-07-17
CULEX RESTUANS,41.925198,-87.746381,8,1,0,2009-07-17
CULEX PIPIENS,41.925198,-87.746381,8,1,0,2009-07-17
CULEX PIPIENS,41.973845,-87.805059,9,1,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.743402,-87.731435,8,38,0,2009-07-17
CULEX RESTUANS,41.743402,-87.731435,8,13,0,2009-07-17
CULEX PIPIENS,41.743402,-87.731435,8,4,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.728495,-87.600963,5,3,0,2009-07-17
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,9,50,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,9,25,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,9,50,1,2009-07-24
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,9,50,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,9,40,0,2009-07-24
CULEX RESTUANS,41.95469,-87.800991,9,18,0,2009-07-24
CULEX PIPIENS,41.95469,-87.800991,9,4,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.891118,-87.654491,8,1,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.867108,-87.654224,8,36,0,2009-07-24
CULEX RESTUANS,41.867108,-87.654224,8,50,0,2009-07-24
CULEX RESTUANS,41.867108,-87.654224,8,14,0,2009-07-24
CULEX PIPIENS,41.867108,-87.654224,8,2,0,2009-07-24
CULEX SALINARIUS,41.867108,-87.654224,8,2,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.921965,-87.632085,8,2,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.921965,-87.632085,8,17,0,2009-07-24
CULEX RESTUANS,41.921965,-87.632085,8,8,0,2009-07-24
CULEX RESTUANS,41.921965,-87.632085,8,11,0,2009-07-24
CULEX PIPIENS/RESTUANS,42.01743,-87.687769,8,22,0,2009-07-24
CULEX RESTUANS,42.01743,-87.687769,8,2,0,2009-07-24
CULEX PIPIENS,42.01743,-87.687769,8,1,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.944869,-87.832763,8,31,0,2009-07-24
CULEX RESTUANS,41.944869,-87.832763,8,7,0,2009-07-24
CULEX PIPIENS,41.944869,-87.832763,8,1,0,2009-07-24
CULEX PIPIENS/RESTUANS,42.011601,-87.811506,8,5,0,2009-07-24
CULEX RESTUANS,42.011601,-87.811506,8,1,0,2009-07-24
CULEX PIPIENS,42.011601,-87.811506,8,1,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.986921,-87.689778,9,26,0,2009-07-24
CULEX RESTUANS,41.986921,-87.689778,9,29,0,2009-07-24
CULEX PIPIENS,41.986921,-87.689778,9,1,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.801498,-87.763416,9,38,1,2009-07-24
CULEX RESTUANS,41.801498,-87.763416,9,20,0,2009-07-24
CULEX PIPIENS,41.801498,-87.763416,9,1,0,2009-07-24
CULEX TERRITANS,41.801498,-87.763416,9,3,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.906638,-87.701431,9,7,0,2009-07-24
CULEX RESTUANS,41.906638,-87.701431,9,1,0,2009-07-24
CULEX RESTUANS,41.878114,-87.629798,3,1,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.932094,-87.700117,8,7,0,2009-07-24
CULEX RESTUANS,41.932094,-87.700117,8,6,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.916265,-87.800515,8,6,0,2009-07-24
CULEX RESTUANS,41.916265,-87.800515,8,3,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.948167,-87.730698,8,19,0,2009-07-24
CULEX RESTUANS,41.948167,-87.730698,8,7,0,2009-07-24
CULEX PIPIENS,41.948167,-87.730698,8,1,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.963976,-87.69181,9,7,0,2009-07-24
CULEX RESTUANS,41.963976,-87.69181,9,8,0,2009-07-24
CULEX PIPIENS,41.963976,-87.69181,9,1,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.964242,-87.757639,8,8,0,2009-07-24
CULEX RESTUANS,41.964242,-87.757639,8,3,0,2009-07-24
CULEX PIPIENS/RESTUANS,42.008314,-87.777921,9,11,0,2009-07-24
CULEX RESTUANS,42.008314,-87.777921,9,7,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.857402,-87.694991,8,2,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.868142,-87.696269,9,7,0,2009-07-24
CULEX RESTUANS,41.868142,-87.696269,9,2,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.89923,-87.716788,9,3,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.94016,-87.794896,9,10,0,2009-07-24
CULEX PIPIENS,41.94016,-87.794896,9,2,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.960616,-87.777189,9,7,0,2009-07-24
CULEX RESTUANS,41.960616,-87.777189,9,1,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.911824,-87.726737,9,1,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.801179,-87.679447,8,3,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.77166,-87.703047,8,23,0,2009-07-24
CULEX RESTUANS,41.77166,-87.703047,8,1,0,2009-07-24
CULEX PIPIENS,41.77166,-87.703047,8,2,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.773215,-87.60088,8,9,0,2009-07-24
CULEX RESTUANS,41.773215,-87.60088,8,7,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.822536,-87.666343,9,21,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.754676,-87.612922,9,1,0,2009-07-24
CULEX RESTUANS,41.754676,-87.612922,9,6,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.754292,-87.590773,9,1,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.798697,-87.736812,8,3,0,2009-07-24
CULEX RESTUANS,41.798697,-87.736812,8,1,0,2009-07-24
CULEX PIPIENS,41.798697,-87.736812,8,1,0,2009-07-24
CULEX PIPIENS,41.776156,-87.778927,9,1,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.992478,-87.862995,8,47,0,2009-07-24
CULEX RESTUANS,41.992478,-87.862995,8,15,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.925198,-87.746381,8,25,0,2009-07-24
CULEX RESTUANS,41.925198,-87.746381,8,10,0,2009-07-24
CULEX PIPIENS,41.925198,-87.746381,8,1,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.973845,-87.805059,9,48,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.973845,-87.805059,9,5,0,2009-07-24
CULEX RESTUANS,41.973845,-87.805059,9,10,0,2009-07-24
CULEX PIPIENS,41.973845,-87.805059,9,1,0,2009-07-24
CULEX TERRITANS,41.973845,-87.805059,9,1,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.743402,-87.731435,8,50,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.743402,-87.731435,8,31,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.743402,-87.731435,8,50,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.743402,-87.731435,8,49,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.743402,-87.731435,8,50,0,2009-07-24
CULEX RESTUANS,41.743402,-87.731435,8,7,0,2009-07-24
CULEX PIPIENS,41.743402,-87.731435,8,9,0,2009-07-24
CULEX RESTUANS,41.947227,-87.671457,9,2,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.793818,-87.654234,5,7,0,2009-07-24
CULEX RESTUANS,41.793818,-87.654234,5,10,0,2009-07-24
CULEX PIPIENS/RESTUANS,41.720848,-87.666014,9,12,0,2009-07-27
CULEX RESTUANS,41.720848,-87.666014,9,3,0,2009-07-27
CULEX PIPIENS,41.720848,-87.666014,9,2,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.732984,-87.649642,8,5,0,2009-07-27
CULEX RESTUANS,41.732984,-87.649642,8,4,0,2009-07-27
CULEX PIPIENS,41.732984,-87.649642,8,1,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.723195,-87.64997,5,1,0,2009-07-27
CULEX RESTUANS,41.723195,-87.64997,5,5,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.868077,-87.666901,9,35,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.868077,-87.666901,9,16,0,2009-07-27
CULEX RESTUANS,41.868077,-87.666901,9,6,0,2009-07-27
CULEX PIPIENS,41.868077,-87.666901,9,6,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.662014,-87.724608,8,49,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.662014,-87.724608,8,50,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.662014,-87.724608,8,50,0,2009-07-27
CULEX RESTUANS,41.662014,-87.724608,8,11,0,2009-07-27
CULEX PIPIENS,41.662014,-87.724608,8,6,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.682587,-87.707973,9,50,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.682587,-87.707973,9,50,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.682587,-87.707973,9,50,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.682587,-87.707973,9,37,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.682587,-87.707973,9,36,0,2009-07-27
CULEX RESTUANS,41.682587,-87.707973,9,6,0,2009-07-27
CULEX PIPIENS,41.682587,-87.707973,9,5,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.903002,-87.688267,8,12,0,2009-07-27
CULEX RESTUANS,41.903002,-87.688267,8,4,0,2009-07-27
CULEX PIPIENS,41.903002,-87.688267,8,3,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.704336,-87.703736,8,12,1,2009-07-27
CULEX RESTUANS,41.704336,-87.703736,8,8,1,2009-07-27
CULEX PIPIENS,41.704336,-87.703736,8,11,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,50,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,43,0,2009-07-27
CULEX RESTUANS,41.673408,-87.599862,5,19,0,2009-07-27
CULEX PIPIENS,41.673408,-87.599862,5,4,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.678618,-87.559308,5,20,0,2009-07-27
CULEX RESTUANS,41.678618,-87.559308,5,3,0,2009-07-27
CULEX TERRITANS,41.678618,-87.559308,5,1,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.740641,-87.546587,5,14,0,2009-07-27
CULEX RESTUANS,41.740641,-87.546587,5,5,0,2009-07-27
CULEX PIPIENS,41.740641,-87.546587,5,4,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,8,9,0,2009-07-27
CULEX RESTUANS,41.680946,-87.535198,8,2,0,2009-07-27
CULEX PIPIENS,41.680946,-87.535198,8,2,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.704572,-87.565666,8,3,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.750498,-87.605294,5,25,0,2009-07-27
CULEX RESTUANS,41.750498,-87.605294,5,2,0,2009-07-27
CULEX PIPIENS,41.750498,-87.605294,5,4,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.659112,-87.538693,8,32,0,2009-07-27
CULEX RESTUANS,41.659112,-87.538693,8,13,0,2009-07-27
CULEX PIPIENS,41.659112,-87.538693,8,3,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,36,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,15,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,50,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,50,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,8,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,28,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,50,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,50,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,1,0,2009-07-27
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,12,0,2009-07-27
CULEX RESTUANS,41.974689,-87.890615,9,35,0,2009-07-27
CULEX RESTUANS,41.974689,-87.890615,9,50,0,2009-07-27
CULEX RESTUANS,41.974689,-87.890615,9,9,0,2009-07-27
CULEX RESTUANS,41.974689,-87.890615,9,6,0,2009-07-27
CULEX RESTUANS,41.974689,-87.890615,9,11,0,2009-07-27
CULEX RESTUANS,41.974689,-87.890615,9,1,0,2009-07-27
CULEX RESTUANS,41.974689,-87.890615,9,50,0,2009-07-27
CULEX RESTUANS,41.974689,-87.890615,9,50,0,2009-07-27
CULEX PIPIENS,41.974689,-87.890615,9,2,0,2009-07-27
