Species,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,YMD,PIPIENS,RESTUANS,SALINARIUS,TERRITANS,Station,Tmax,Tmin,DewPoint,WetBulb,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Tavg_int,Normal_Temp,Depart_calc,RA,BR,TS,HZ,SN,FG,FG+,FU,DZ,VC,MI,BC,Days_Since_Spray,Dist_to_Closest_Spray
CULEX RESTUANS,41.867108,-87.654224,8,15,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.921965,-87.632085,8,15,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.720848,-87.666014,9,27,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.720848,-87.666014,9,15,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX TERRITANS,41.720848,-87.666014,9,1,0,2011-06-30,0,0,0,1,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,42.01743,-87.687769,8,1,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.732984,-87.649642,8,1,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.732984,-87.649642,8,4,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.944869,-87.832763,8,26,0,2011-06-30,1,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.944869,-87.832763,8,47,0,2011-06-30,1,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.986921,-87.689778,9,2,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.801498,-87.763416,9,1,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX TERRITANS,41.801498,-87.763416,9,2,0,2011-06-30,0,0,0,1,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.906638,-87.701431,9,1,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.723195,-87.64997,5,3,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.723195,-87.64997,5,3,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.868077,-87.666901,9,50,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.868077,-87.666901,9,6,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.868077,-87.666901,9,36,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.868077,-87.666901,9,3,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS,41.868077,-87.666901,9,3,0,2011-06-30,1,0,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.662014,-87.724608,8,2,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.662014,-87.724608,8,8,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX TERRITANS,41.662014,-87.724608,8,5,0,2011-06-30,0,0,0,1,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.878114,-87.629798,3,1,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.932094,-87.700117,8,9,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.932094,-87.700117,8,5,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.916265,-87.800515,8,36,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.916265,-87.800515,8,15,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.846075,-87.716277,9,4,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.846075,-87.716277,9,7,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.682587,-87.707973,9,3,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.948167,-87.730698,8,2,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.964242,-87.757639,8,1,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.964242,-87.757639,8,1,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,42.008314,-87.777921,9,19,0,2011-06-30,1,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.991429,-87.747113,8,1,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.868142,-87.696269,9,14,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.868142,-87.696269,9,21,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.903002,-87.688267,8,8,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX TERRITANS,41.903002,-87.688267,8,1,0,2011-06-30,0,0,0,1,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.704336,-87.703736,8,33,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.704336,-87.703736,8,33,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.704336,-87.703736,8,35,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.911824,-87.726737,9,1,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.778297,-87.752411,9,10,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.778297,-87.752411,9,20,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.773215,-87.60088,8,2,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.822536,-87.666343,9,1,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.822536,-87.666343,9,1,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.766202,-87.562889,9,1,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX TERRITANS,41.766202,-87.562889,9,1,0,2011-06-30,0,0,0,1,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.754676,-87.612922,9,1,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.754676,-87.612922,9,1,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.821582,-87.627796,9,1,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.821582,-87.627796,9,3,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.803423,-87.642984,8,5,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.754292,-87.590773,9,1,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.798697,-87.736812,8,38,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.798697,-87.736812,8,37,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.798697,-87.736812,8,24,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.798697,-87.736812,8,35,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX TERRITANS,41.798697,-87.736812,8,1,0,2011-06-30,0,0,0,1,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX TERRITANS,41.776156,-87.778927,9,2,0,2011-06-30,0,0,0,1,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.82561,-87.726549,9,11,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.82561,-87.726549,9,8,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,43,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.673408,-87.599862,5,50,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.673408,-87.599862,5,46,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX SALINARIUS,41.673408,-87.599862,5,1,0,2011-06-30,0,0,1,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.678618,-87.559308,5,2,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.704572,-87.565666,8,8,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.704572,-87.565666,8,2,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.984809,-87.728492,8,3,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.984809,-87.728492,8,2,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX TERRITANS,41.984809,-87.728492,8,6,0,2011-06-30,0,0,0,1,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.659112,-87.538693,8,1,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.992478,-87.862995,8,3,0,2011-06-30,1,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,17,0,2011-06-30,1,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,50,0,2011-06-30,1,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,39,0,2011-06-30,1,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,50,0,2011-06-30,1,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,50,0,2011-06-30,1,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,18,0,2011-06-30,1,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,50,0,2011-06-30,1,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,14,0,2011-06-30,1,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,50,0,2011-06-30,1,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,8,0,2011-06-30,1,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,50,0,2011-06-30,1,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,18,0,2011-06-30,1,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,50,0,2011-06-30,1,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,9,3,0,2011-06-30,1,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.974689,-87.890615,9,4,0,2011-06-30,0,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.974689,-87.890615,9,50,0,2011-06-30,0,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.974689,-87.890615,9,50,0,2011-06-30,0,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.974689,-87.890615,9,50,0,2011-06-30,0,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.974689,-87.890615,9,50,0,2011-06-30,0,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.974689,-87.890615,9,8,0,2011-06-30,0,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.974689,-87.890615,9,37,0,2011-06-30,0,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.974689,-87.890615,9,50,0,2011-06-30,0,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.974689,-87.890615,9,8,0,2011-06-30,0,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.974689,-87.890615,9,27,0,2011-06-30,0,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.957799,-87.930995,5,35,0,2011-06-30,1,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.957799,-87.930995,5,20,0,2011-06-30,0,1,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.957799,-87.930995,5,40,0,2011-06-30,1,0,0,0,1,88,60,62,67.0,419,1931,1e-06,29.28,30.0,8.2,17,9.4,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX TERRITANS,41.925198,-87.746381,8,1,0,2011-06-30,0,0,0,1,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.743402,-87.731435,8,2,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.728495,-87.600963,5,2,0,2011-06-30,1,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
CULEX RESTUANS,41.728495,-87.600963,5,2,0,2011-06-30,0,1,0,0,2,89,66,61,67.0,419,1931,0.03,29.34,29.99,9.2,16,10.6,78,72.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,720,1.5
